Tarih,TP_PBD_K42
2000-01-01,17271680.0
2000-02-01,17983161.0
2000-03-01,18941752.0
2000-04-01,19790627.0
2000-05-01,21133771.0
2000-06-01,22400257.0
2000-07-01,24655019.0
2000-08-01,25433421.0
2000-09-01,26678146.0
2000-10-01,27748394.0
2000-11-01,28821104.0
2000-12-01,28515417.0
2001-01-01,28914437.0
2001-02-01,30659135.0
2001-03-01,30900191.0
2001-04-01,31465944.0
2001-05-01,30587179.0
2001-06-01,32122035.0
2001-07-01,32560446.0
2001-08-01,32349425.0
2001-09-01,33734081.0
2001-10-01,35074258.0
2001-11-01,33512067.0
2001-12-01,34994593.0
2002-01-01,33230365.0
2002-02-01,33629560.0
2002-03-01,32870387.0
2002-04-01,33140563.0
2002-05-01,31663821.0
2002-06-01,31235008.0
2002-07-01,33861545.0
2002-08-01,33705953.0
2002-09-01,34189890.0
2002-10-01,34853181.0
2002-11-01,35120352.0
2002-12-01,38547558.0
2003-01-01,39689539.0
2003-02-01,39464864.0
2003-03-01,42951231.0
2003-04-01,43681991.0
2003-05-01,42793508.0
2003-06-01,44371021.0
2003-07-01,44935318.0
2003-08-01,44918916.0
2003-09-01,47458104.0
2003-10-01,50513104.0
2003-11-01,52574902.0
2003-12-01,55735552.0
2004-01-01,55641564.0
2004-02-01,58006823.0
2004-03-01,61509721.0
2004-04-01,65883808.0
2004-05-01,70759344.0
2004-06-01,74150379.0
2004-07-01,73241533.0
2004-08-01,77146081.0
2004-09-01,79804509.0
2004-10-01,81839323.0
2004-11-01,84033811.0
2004-12-01,85144559.0
2005-01-01,86486478.0
2005-02-01,89679824.0
2005-03-01,93192659.0
2005-04-01,96223619.0
2005-05-01,100540473.0
2005-06-01,104511720.0
2005-07-01,106591103.0
2005-08-01,111160847.0
2005-09-01,112760006.0
2005-10-01,117177945.0
2005-11-01,119015825.0
2005-12-01,131106491.0
2006-01-01,130787064.0
2006-02-01,136152625.0
2006-03-01,142361441.0
2006-04-01,147013667.0
2006-05-01,159076853.0
2006-06-01,164257255.0
2006-07-01,165996444.0
2006-08-01,167424287.0
2006-09-01,169706425.0
2006-10-01,171880532.0
2006-11-01,175902160.0
2006-12-01,179360132.0
2007-01-01,180763981.0
2007-02-01,185341001.0
2007-03-01,186757502.0
2007-04-01,192479785.0
2007-05-01,194484765.0
2007-06-01,198662736.0
2007-07-01,205960600.0
2007-08-01,210579122.0
2007-09-01,210427718.0
2007-10-01,216271888.0
2007-11-01,222639430.0
2007-12-01,228566965.0
2008-01-01,230467942.0
2008-02-01,237749165.0
2008-03-01,249892936.0
2008-04-01,255855923.0
2008-05-01,257885638.0
2008-06-01,270781660.0
2008-07-01,270970560.0
2008-08-01,273205160.0
2008-09-01,281796417.0
2008-10-01,284709992.0
2008-11-01,279775782.0
2008-12-01,278811071.0
2009-01-01,274889385.0
2009-02-01,273960010.0
2009-03-01,275628696.0
2009-04-01,275997041.0
2009-05-01,277925810.0
2009-06-01,284500731.0
2009-07-01,284421429.0
2009-08-01,288672810.0
2009-09-01,296417432.0
2009-10-01,297980616.0
2009-11-01,303451766.0
2009-12-01,312481175.0
2010-01-01,315463046.0
2010-02-01,325993942.0
2010-03-01,337454642.0
2010-04-01,346834329.0
2010-05-01,361121579.0
2010-06-01,377571860.0
2010-07-01,380470567.0
2010-08-01,389489616.0
2010-09-01,400561252.0
2010-10-01,404386896.0
2010-11-01,418980218.0
2010-12-01,440872271.0
2011-01-01,453247942.0
2011-02-01,467826523.0
2011-03-01,478705718.0
2011-04-01,489018888.0
2011-05-01,512720603.0
2011-06-01,534331794.0
2011-07-01,538026079.0
2011-08-01,554217701.0
2011-09-01,570906922.0
2011-10-01,573966634.0
2011-11-01,582498177.0
