Tarih,TP_PBD_K12
2000-01-01,23398105.9
2000-02-01,22710038.9
2000-03-01,23076933.1
2000-04-01,24218401.9
2000-05-01,23575816.0
2000-06-01,24356654.6
2000-07-01,25158883.0
2000-08-01,24775754.0
2000-09-01,25318597.1
2000-10-01,25349235.9
2000-11-01,28844275.9
2000-12-01,35251297.4
2001-01-01,34438582.9
2001-02-01,37503427.2
2001-03-01,44439126.9
2001-04-01,48159238.9
2001-05-01,47497475.0
2001-06-01,49696976.0
2001-07-01,50748379.0
2001-08-01,56444300.0
2001-09-01,59970711.1
2001-10-01,62181175.0
2001-11-01,61004381.9
2001-12-01,62069904.9
2002-01-01,62045821.0
2002-02-01,64936509.0
2002-03-01,66010280.0
2002-04-01,67070864.0
2002-05-01,68349854.0
2002-06-01,71821087.0
2002-07-01,73856484.0
2002-08-01,76228515.0
2002-09-01,77793820.0
2002-10-01,79443174.0
2002-11-01,76897162.0
2002-12-01,80302967.0
2003-01-01,82177458.0
2003-02-01,84788230.0
2003-03-01,84278402.0
2003-04-01,84586847.0
2003-05-01,85198411.0
2003-06-01,87852119.0
2003-07-01,87807021.0
2003-08-01,87629107.0
2003-09-01,88677111.0
2003-10-01,91630777.0
2003-11-01,97041382.0
2003-12-01,99960100.0
2004-01-01,105298109.0
2004-02-01,103892628.0
2004-03-01,104631102.0
2004-04-01,104291484.0
2004-05-01,107623375.0
2004-06-01,103145291.0
2004-07-01,103517349.0
2004-08-01,106443041.0
2004-09-01,109069263.0
2004-10-01,113253532.0
2004-11-01,117798676.0
2004-12-01,114060397.0
2005-01-01,114777739.0
2005-02-01,116258722.0
2005-03-01,119071025.0
2005-04-01,122396333.0
2005-05-01,120610088.0
2005-06-01,120566150.0
2005-07-01,120789639.0
2005-08-01,127274085.0
2005-09-01,130852762.0
2005-10-01,130790101.0
2005-11-01,132878265.0
2005-12-01,131778579.0
2006-01-01,131100494.0
2006-02-01,135210223.0
2006-03-01,136158568.0
2006-04-01,137773365.0
2006-05-01,145345942.0
2006-06-01,143055264.0
2006-07-01,140386239.0
2006-08-01,139302403.0
2006-09-01,141411765.0
2006-10-01,139139820.0
2006-11-01,142201524.0
2006-12-01,139575956.0
2007-01-01,142367120.0
2007-02-01,147316150.0
2007-03-01,150186717.0
2007-04-01,145452093.0
2007-05-01,143582225.0
2007-06-01,146953252.0
2007-07-01,145535835.0
2007-08-01,150794410.0
2007-09-01,149020002.0
2007-10-01,147241865.0
2007-11-01,149291243.0
2007-12-01,147518521.0
2008-01-01,149169149.0
2008-02-01,150856100.0
2008-03-01,158229708.0
2008-04-01,158681400.0
2008-05-01,151003998.0
2008-06-01,151382782.0
2008-07-01,152002027.0
2008-08-01,152699563.0
2008-09-01,156173975.0
2008-10-01,165381116.0
2008-11-01,171639378.0
2008-12-01,171278321.0
2009-01-01,176403025.0
2009-02-01,187004967.0
2009-03-01,188226681.0
2009-04-01,189553524.0
2009-05-01,196032286.0
2009-06-01,197694492.0
2009-07-01,201578630.0
2009-08-01,211613387.0
2009-09-01,216183265.0
2009-10-01,225650837.0
2009-11-01,230916405.0
2009-12-01,235629885.0
2010-01-01,240177403.0
2010-02-01,246624300.0
2010-03-01,246099730.0
2010-04-01,241295777.0
2010-05-01,243597088.0
2010-06-01,245054034.0
2010-07-01,242555368.0
2010-08-01,241545358.0
2010-09-01,242962707.0
2010-10-01,241530792.0
2010-11-01,249002653.0
2010-12-01,251256330.0
2011-01-01,246937946.0
2011-02-01,247815757.0
2011-03-01,242514210.0
2011-04-01,239034818.0
2011-05-01,241104345.0
2011-06-01,238170918.0
2011-07-01,236881218.0
2011-08-01,241799794.0
2011-09-01,244522241.0
2011-10-01,240747960.0
2011-11-01,240026310.0
2011-12-01,234676594.0
2012-01-01,238096769.0
2012-02-01,242752558.0
2012-03-01,237844239.0
2012-04-01,236348652.0
2012-05-01,237704754.0
2012-06-01,236955743.0
2012-07-01,229894947.0
2012-08-01,232749273.0
2012-09-01,231866472.0
2012-10-01,228677366.0
2012-11-01,225946564.0
2012-12-01,221533321.0
2013-01-01,221824623.0
2013-02-01,224118406.0
2013-03-01,222569102.0
2013-04-01,214841528.0
2013-05-01,219672044.0
2013-06-01,218674804.0
2013-07-01,225362389.0
2013-08-01,221652375.0
2013-09-01,223904843.0
2013-10-01,223888977.0
2013-11-01,224793530.0
2013-12-01,227125687.0
2014-01-01,228793917.0
2014-02-01,229339923.0
2014-03-01,235777264.0
2014-04-01,234724508.0
2014-05-01,234084336.0
2014-06-01,225514788.0
2014-07-01,223456474.0
2014-08-01,226099471.0
2014-09-01,229471091.0
2014-10-01,230214859.0
2014-11-01,230113077.0
2014-12-01,229857783.0
2015-01-01,235871393.0
2015-02-01,239201136.0
2015-03-01,241670896.0
2015-04-01,239466713.0
2015-05-01,245348932.0
2015-06-01,246832805.0
2015-07-01,248932437.0
2015-08-01,250231098.0
2015-09-01,252144051.0
2015-10-01,256860169.0
2015-11-01,258620326.0
2015-12-01,257633180.0
2016-01-01,262421039.0
2016-02-01,263884819.0
2016-03-01,262487778.0
2016-04-01,258126921.0
2016-05-01,258083380.0
2016-06-01,258667060.0
2016-07-01,258941112.0
2016-08-01,257946219.0
2016-09-01,258708765.0
2016-10-01,262524060.0
2016-11-01,271674727.0
2016-12-01,273266074.0
2017-01-01,282491075.0
2017-02-01,279948712.0
2017-03-01,281727101.0
2017-04-01,280383634.0
2017-05-01,279207620.0
2017-06-01,279997712.0
2017-07-01,280891076.0
2017-08-01,282426023.0
2017-09-01,288000310.0
2017-10-01,293888280.0
2017-11-01,300473880.0
2017-12-01,311139616.0
2018-01-01,312200826.0
2018-02-01,316520726.0
2018-03-01,323292666.0
2018-04-01,319106734.0
2018-05-01,328262206.0
2018-06-01,337810631.0
2018-07-01,350927184.0
2018-08-01,374032894.0
2018-09-01,388807281.0
2018-10-01,383739899.0
2018-11-01,381669219.0
2018-12-01,392719797.0
2019-01-01,408360565.0
2019-02-01,413715263.0
2019-03-01,422213088.0
2019-04-01,449210263.0
2019-05-01,454256953.0
2019-06-01,466865803.0
2019-07-01,469713617.0
2019-08-01,482195713.0
2019-09-01,485323669.0
2019-10-01,493019874.0
2019-11-01,503467700.0
2019-12-01,525618384.0
2020-01-01,539699538.0
2020-02-01,569168250.0
2020-03-01,600360758.0
2020-04-01,659134850.0
2020-05-01,714433969.0
2020-06-01,714069005.0
2020-07-01,763409522.0
2020-08-01,835479354.0
2020-09-01,842339716.0
2020-10-01,862286323.0
2020-11-01,846259776.0
2020-12-01,832466745.0
2021-01-01,827032838.0
2021-02-01,854091311.0
2021-03-01,879411003.0
2021-04-01,888521536.0
2021-05-01,907508027.0
2021-06-01,915394238.0
2021-07-01,925778489.0
2021-08-01,936974480.0
2021-09-01,967640767.0
2021-10-01,1006092414.0
2021-11-01,1158049636.0
2021-12-01,1185274698.0
2022-01-01,1216212394.0
2022-02-01,1268421317.0
2022-03-01,1379522030.0
2022-04-01,1400521469.0
2022-05-01,1516354893.0
2022-06-01,1550358104.0
2022-07-01,1651717823.0
2022-08-01,1676788281.0
2022-09-01,1716668736.0
2022-10-01,1779683005.0
2022-11-01,1864619607.0
2022-12-01,1920902254.0
2023-01-01,1996298067.0
2023-02-01,2039195845.0
2023-03-01,2225307473.0
2023-04-01,2267794280.0
2023-05-01,2265583281.0
2023-06-01,2549097757.0
2023-07-01,2656638669.0
2023-08-01,2713226793.0
2023-09-01,2781078364.0
2023-10-01,2862588856.0
2023-11-01,2942746452.0
2023-12-01,3056883942.0
2024-01-01,3203117640.0
2024-02-01,3358433234.0
2024-03-01,3494446134.0
2024-04-01,3427091481.0
2024-05-01,3397529791.0
2024-06-01,3506268685.0
2024-07-01,3606685494.0
2024-08-01,3710896740.0
2024-09-01,3810222490.0
2024-10-01,3893346499.0
2024-11-01,3936936624.0
2024-12-01,4050611310.0
2025-01-01,4122140628.0
2025-02-01,4213248616.0
2025-03-01,4467501334.0
2025-04-01,4781770697.0
2025-05-01,4852272683.0
2025-06-01,5007730512.0
2025-07-01,5170970378.0
2025-08-01,5369750630.0
