Tarih,TP_PBD_S35
2000-01-01,2970504.0
2000-02-01,3446699.0
2000-03-01,4450293.0
2000-04-01,4330526.0
2000-05-01,4803357.0
2000-06-01,6304245.0
2000-07-01,5410100.0
2000-08-01,5855648.0
2000-09-01,7134659.0
2000-10-01,6713239.0
2000-11-01,6041751.0
2000-12-01,6999611.0
2001-01-01,6370785.0
2001-02-01,5850763.0
2001-03-01,4785105.0
2001-04-01,3545488.0
2001-05-01,3083377.0
2001-06-01,5245509.0
2001-07-01,3008080.0
2001-08-01,3328659.0
2001-09-01,4321255.0
2001-10-01,4594442.0
2001-11-01,4145550.0
2001-12-01,4682171.0
2002-01-01,3775457.0
2002-02-01,3588379.0
2002-03-01,4171132.0
2002-04-01,3512621.0
2002-05-01,3237124.0
2002-06-01,3444095.0
2002-07-01,3604653.0
2002-08-01,4524241.0
2002-09-01,4877747.0
2002-10-01,4733764.0
2002-11-01,4530309.0
2002-12-01,3893492.0
2003-01-01,3926956.0
2003-02-01,3332087.0
2003-03-01,3662802.0
2003-04-01,3528859.0
2003-05-01,3304176.0
2003-06-01,4135184.0
2003-07-01,3484765.0
2003-08-01,3449599.0
2003-09-01,4033230.0
2003-10-01,3779764.0
2003-11-01,4399190.0
2003-12-01,4562590.0
2004-01-01,3340611.0
2004-02-01,3402225.0
2004-03-01,4238009.0
2004-04-01,4073848.0
2004-05-01,5221100.0
2004-06-01,5386949.0
2004-07-01,5066499.0
2004-08-01,5673854.0
2004-09-01,5649946.0
2004-10-01,4741771.0
2004-11-01,5052390.0
2004-12-01,5641865.0
2005-01-01,4267877.0
2005-02-01,6591817.0
2005-03-01,5112386.0
2005-04-01,3913852.0
2005-05-01,5434977.0
2005-06-01,8319235.0
2005-07-01,5132546.0
2005-08-01,6273329.0
2005-09-01,7861617.0
2005-10-01,5188408.0
2005-11-01,5366492.0
2005-12-01,18614834.7
2006-01-01,12433327.9
2006-02-01,8226115.0
2006-03-01,14133871.1
2006-04-01,11975267.6
2006-05-01,11553550.2
2006-06-01,16702123.8
2006-07-01,15884574.1
2006-08-01,15264859.2
2006-09-01,20556749.6
2006-10-01,16030119.8
2006-11-01,18995498.8
2006-12-01,21323762.1
2007-01-01,17344601.6
2007-02-01,18742789.2
2007-03-01,23813388.5
2007-04-01,17735865.0
2007-05-01,17917165.5
2007-06-01,21747698.1
2007-07-01,16958765.2
2007-08-01,21464500.3
2007-09-01,21603437.2
2007-10-01,17025504.0
2007-11-01,21518180.0
2007-12-01,26513123.0
2008-01-01,19007771.0
2008-02-01,24188925.0
2008-03-01,25912022.0
2008-04-01,21315646.0
2008-05-01,21474019.0
2008-06-01,23468056.0
2008-07-01,21817662.0
2008-08-01,22360593.0
2008-09-01,20538279.0
2008-10-01,21893452.0
2008-11-01,21501639.0
2008-12-01,20424181.0
2009-01-01,15901192.0
2009-02-01,21262787.0
2009-03-01,23649053.0
2009-04-01,19856461.0
2009-05-01,21082480.0
2009-06-01,24752884.0
2009-07-01,19567908.0
2009-08-01,20635682.0
2009-09-01,23439774.0
2009-10-01,23527895.0
2009-11-01,19803575.0
2009-12-01,24221130.0
2010-01-01,21777790.0
2010-02-01,23800890.0
2010-03-01,27040252.0
2010-04-01,27034289.0
2010-05-01,25792889.0
2010-06-01,28218854.0
2010-07-01,23010985.0
2010-08-01,22982814.0
2010-09-01,29287471.0
2010-10-01,27714042.0
2010-11-01,31143527.0
2010-12-01,43628378.0
2011-01-01,36773386.0
2011-02-01,37985061.0
2011-03-01,38604120.0
2011-04-01,36307106.0
2011-05-01,36211479.0
2011-06-01,33789745.0
2011-07-01,31810276.0
2011-08-01,30036562.0
2011-09-01,30295818.0
2011-10-01,39095172.0
2011-11-01,42089996.0
2011-12-01,44388526.0
2012-01-01,50739624.0
2012-02-01,42405115.0
2012-03-01,36048450.0
2012-04-01,50461595.0
2012-05-01,43444393.0
2012-06-01,48192929.0
2012-07-01,46148970.0
2012-08-01,43654485.0
2012-09-01,43581965.0
2012-10-01,38767176.0
2012-11-01,34516063.0
2012-12-01,39246034.0
2013-01-01,37721502.0
2013-02-01,36434556.0
2013-03-01,47196127.0
2013-04-01,42523277.0
2013-05-01,44009649.0
2013-06-01,45383263.0
2013-07-01,44659047.0
2013-08-01,40400823.0
2013-09-01,48442912.0
2013-10-01,40791211.0
2013-11-01,43336984.0
2013-12-01,47823229.0
2014-01-01,48180927.0
2014-02-01,49746240.0
2014-03-01,53629289.0
2014-04-01,51116076.0
2014-05-01,53467007.0
2014-06-01,50915108.0
2014-07-01,46433258.0
2014-08-01,47681758.0
2014-09-01,56549325.0
2014-10-01,60775303.0
2014-11-01,61644359.0
2014-12-01,60336821.0
2015-01-01,60233012.0
2015-02-01,61235120.0
2015-03-01,59236403.0
2015-04-01,59541850.0
2015-05-01,53461521.0
2015-06-01,63843380.0
2015-07-01,58583682.0
2015-08-01,59183343.0
2015-09-01,57923250.0
2015-10-01,59886205.0
2015-11-01,59057090.0
2015-12-01,66022836.0
2016-01-01,61350138.0
2016-02-01,56930948.0
2016-03-01,57896558.0
2016-04-01,57676430.0
2016-05-01,56140025.0
2016-06-01,58301907.0
2016-07-01,57993055.0
2016-08-01,74089640.0
2016-09-01,78804231.0
2016-10-01,81966772.0
2016-11-01,84501599.0
2016-12-01,87560800.0
2017-01-01,137136154.0
2017-02-01,127315317.0
2017-03-01,137097939.0
2017-04-01,146578741.0
2017-05-01,147917417.0
2017-06-01,147431558.0
2017-07-01,146953235.0
2017-08-01,158151677.0
2017-09-01,145166377.0
2017-10-01,139078092.0
2017-11-01,158659190.0
2017-12-01,167052822.0
2018-01-01,149967367.0
2018-02-01,149231933.0
2018-03-01,163552145.0
2018-04-01,151410089.0
2018-05-01,174923835.0
2018-06-01,78091993.0
2018-07-01,77037411.0
2018-08-01,116898857.0
2018-09-01,162354372.0
2018-10-01,167627329.0
2018-11-01,164150878.0
2018-12-01,160564083.0
2019-01-01,145837160.0
2019-02-01,150113265.0
2019-03-01,141299998.0
2019-04-01,180565626.0
2019-05-01,191866223.0
2019-06-01,190861453.0
2019-07-01,191219406.0
2019-08-01,192200891.0
2019-09-01,189465546.0
2019-10-01,185384977.0
2019-11-01,195518108.0
2019-12-01,185312955.0
2020-01-01,172569934.0
2020-02-01,172375268.0
2020-03-01,173171271.0
2020-04-01,220131742.0
2020-05-01,208102285.0
2020-06-01,192052596.0
2020-07-01,192887007.0
2020-08-01,242241826.0
2020-09-01,248067953.0
2020-10-01,312564593.0
2020-11-01,297359122.0
2020-12-01,357469324.0
2021-01-01,316005848.0
2021-02-01,318788461.0
2021-03-01,333298151.0
2021-04-01,297536226.0
2021-05-01,290240134.0
2021-06-01,259433480.0
2021-07-01,260588270.0
2021-08-01,282241172.0
2021-09-01,262654130.0
2021-10-01,247492406.0
2021-11-01,343338067.0
2021-12-01,376899852.0
2022-01-01,336406005.0
2022-02-01,334234910.0
2022-03-01,318744908.0
2022-04-01,325678495.0
2022-05-01,353662505.0
2022-06-01,430197880.0
2022-07-01,352207099.0
2022-08-01,399093572.0
2022-09-01,375371894.0
2022-10-01,371501892.0
2022-11-01,400584519.0
2022-12-01,413097379.0
2023-01-01,382555216.0
2023-02-01,377377207.0
2023-03-01,410812735.0
2023-04-01,500423300.0
2023-05-01,618492223.0
2023-06-01,727999676.0
2023-07-01,612986782.0
2023-08-01,544915009.0
2023-09-01,541720429.0
2023-10-01,530661934.0
2023-11-01,627740584.0
2023-12-01,563347652.0
2024-01-01,491651755.0
2024-02-01,696653593.0
2024-03-01,748247697.0
2024-04-01,847513987.0
2024-05-01,1070661348.0
2024-06-01,1044542078.0
2024-07-01,1084864043.0
2024-08-01,1337375928.0
2024-09-01,1448195855.0
2024-10-01,1464538484.0
