Tarih,TP_PBD_S03
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,800748.0
2006-01-01,1437157.0
2006-02-01,1642464.0
2006-03-01,1631353.0
2006-04-01,583551.0
2006-05-01,2033177.0
2006-06-01,2239829.0
2006-07-01,1781619.0
2006-08-01,1838628.0
2006-09-01,766172.0
2006-10-01,1763285.0
2006-11-01,1914207.0
2006-12-01,1241197.0
2007-01-01,1941634.0
2007-02-01,1947648.0
2007-03-01,858128.0
2007-04-01,1999706.0
2007-05-01,1930874.0
2007-06-01,838029.0
2007-07-01,2248389.0
2007-08-01,2961428.0
2007-09-01,796949.0
2007-10-01,2256650.0
2007-11-01,2968793.0
2007-12-01,2445784.0
2008-01-01,2288516.0
2008-02-01,3022730.0
2008-03-01,2360611.0
2008-04-01,2480318.0
2008-05-01,1051863.0
2008-06-01,2718688.0
2008-07-01,2831388.0
2008-08-01,972009.0
2008-09-01,848672.0
2008-10-01,3048673.0
2008-11-01,1014288.0
2008-12-01,2697423.0
2009-01-01,1078099.0
2009-02-01,2271943.0
2009-03-01,3294388.0
2009-04-01,3767823.0
2009-05-01,1816845.0
2009-06-01,3392876.0
2009-07-01,3679298.0
2009-08-01,3409414.0
2009-09-01,4674591.0
2009-10-01,2048585.0
2009-11-01,1197260.0
2009-12-01,3897038.0
2010-01-01,2044850.0
2010-02-01,2455510.0
2010-03-01,4477889.0
2010-04-01,4069859.0
2010-05-01,3733570.0
2010-06-01,4858629.0
2010-07-01,2350814.0
2010-08-01,4149880.0
2010-09-01,4761279.0
2010-10-01,2069604.0
2010-11-01,4682772.0
2010-12-01,4362844.0
2011-01-01,3937581.0
2011-02-01,4228055.0
2011-03-01,4684487.0
2011-04-01,2400027.0
2011-05-01,4365296.0
2011-06-01,6978265.0
2011-07-01,2702826.0
2011-08-01,1818837.0
2011-09-01,5780167.0
2011-10-01,4853762.0
2011-11-01,5564132.0
2011-12-01,2962483.0
2012-01-01,5092173.0
2012-02-01,6419683.0
2012-03-01,2761290.0
2012-04-01,6002536.0
2012-05-01,4773080.0
2012-06-01,3875291.0
2012-07-01,5200721.0
2012-08-01,6191970.0
2012-09-01,3446622.0
2012-10-01,6277603.0
2012-11-01,6287082.0
2012-12-01,6053430.0
2013-01-01,6356459.0
2013-02-01,7000883.0
2013-03-01,2912452.0
2013-04-01,6977256.0
2013-05-01,6460826.0
2013-06-01,3467539.0
2013-07-01,6925254.0
2013-08-01,3664271.0
2013-09-01,7043930.0
2013-10-01,8219314.0
