Tarih,TP_UREN_S30_2021
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,37.02
2009-04-01,46.12
2009-07-01,50.53
2009-10-01,64.29
2010-01-01,48.66
2010-04-01,62.73
2010-07-01,60.6
2010-10-01,73.31
2011-01-01,52.0
2011-04-01,52.99
2011-07-01,53.41
2011-10-01,65.99
2012-01-01,50.97
2012-04-01,71.87
2012-07-01,57.5
2012-10-01,74.89
2013-01-01,48.08
2013-04-01,72.77
2013-07-01,72.03
2013-10-01,80.24
2014-01-01,57.31
2014-04-01,71.67
2014-07-01,70.42
2014-10-01,85.85
2015-01-01,56.84
2015-04-01,67.36
2015-07-01,64.53
2015-10-01,91.71
2016-01-01,68.33
2016-04-01,78.55
2016-07-01,81.58
2016-10-01,108.55
2017-01-01,65.04
2017-04-01,82.32
2017-07-01,94.24
2017-10-01,120.07
2018-01-01,67.34
2018-04-01,86.59
2018-07-01,82.78
2018-10-01,131.01
2019-01-01,70.57
2019-04-01,93.01
2019-07-01,115.51
2019-10-01,127.91
2020-01-01,68.38
2020-04-01,113.95
2020-07-01,103.06
2020-10-01,129.48
2021-01-01,73.08
2021-04-01,101.33
2021-07-01,82.14
2021-10-01,143.47
2022-01-01,65.97
2022-04-01,96.35
2022-07-01,85.19
2022-10-01,138.71
2023-01-01,84.17
2023-04-01,100.46
2023-07-01,106.2
2023-10-01,152.15
2024-01-01,91.92
2024-04-01,107.3
2024-07-01,102.33
2024-10-01,156.58
2025-01-01,97.86
2025-04-01,129.74
