Tarih,TP_UREN_S21_2021
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,66.39
2009-04-01,74.71
2009-07-01,72.3
2009-10-01,72.14
2010-01-01,68.3
2010-04-01,70.05
2010-07-01,69.67
2010-10-01,74.95
2011-01-01,74.78
2011-04-01,75.37
2011-07-01,74.89
2011-10-01,77.13
2012-01-01,70.85
2012-04-01,74.97
2012-07-01,72.51
2012-10-01,77.56
2013-01-01,75.88
2013-04-01,78.58
2013-07-01,77.99
2013-10-01,82.58
2014-01-01,81.95
2014-04-01,85.76
2014-07-01,81.15
2014-10-01,88.52
2015-01-01,84.81
2015-04-01,92.35
2015-07-01,90.68
2015-10-01,98.53
2016-01-01,92.49
2016-04-01,97.34
2016-07-01,102.56
2016-10-01,96.76
2017-01-01,96.84
2017-04-01,103.52
2017-07-01,105.62
2017-10-01,102.32
2018-01-01,101.61
2018-04-01,105.41
2018-07-01,104.76
2018-10-01,98.86
2019-01-01,97.8
2019-04-01,107.37
2019-07-01,106.14
2019-10-01,102.03
2020-01-01,96.87
2020-04-01,134.09
2020-07-01,104.47
2020-10-01,102.13
2021-01-01,94.69
2021-04-01,99.03
2021-07-01,99.12
2021-10-01,107.19
2022-01-01,104.36
2022-04-01,108.1
2022-07-01,96.0
2022-10-01,91.58
2023-01-01,86.98
2023-04-01,92.19
2023-07-01,93.81
2023-10-01,92.17
2024-01-01,91.07
2024-04-01,96.32
2024-07-01,91.24
2024-10-01,92.84
2025-01-01,89.4
2025-04-01,108.14
