Tarih,TP_LKF_KSV06
2013-10-01,5977077.0
2013-11-01,6163470.0
2013-12-01,5753573.0
2014-01-01,6704461.0
2014-02-01,5569136.0
2014-03-01,5965298.0
2014-04-01,5846871.0
2014-05-01,6012604.0
2014-06-01,6419798.0
2014-07-01,5753613.0
2014-08-01,6089157.0
2014-09-01,5563380.0
2014-10-01,5592983.0
2014-11-01,5643455.0
2014-12-01,5729386.0
2015-01-01,6177708.0
2015-02-01,6321623.0
2015-03-01,6225690.0
2015-04-01,6919839.0
2015-05-01,7371799.0
2015-06-01,7420846.0
2015-07-01,7570106.0
2015-08-01,7313527.0
2015-09-01,7002198.0
2015-10-01,6741458.0
2015-11-01,5962145.0
2015-12-01,5638934.0
2016-01-01,5391500.0
2016-02-01,4785932.0
2016-03-01,4014225.0
2016-04-01,4176644.0
2016-05-01,4160481.0
2016-06-01,3123296.0
2016-07-01,4307769.0
2016-08-01,2978966.0
2016-09-01,2366166.0
2016-10-01,2020946.0
2016-11-01,1634098.0
2016-12-01,1487692.0
2017-01-01,1834468.0
2017-02-01,1375224.0
2017-03-01,1333106.0
2017-04-01,1804755.0
2017-05-01,1177337.0
2017-06-01,1186530.0
2017-07-01,1401009.0
2017-08-01,1943697.0
2017-09-01,1965801.0
2017-10-01,1725216.0
2017-11-01,2124891.0
2017-12-01,1151735.0
2018-01-01,1463903.0
2018-02-01,2124651.0
2018-03-01,2054940.0
2018-04-01,1142462.0
2018-05-01,1661613.0
2018-06-01,1191647.0
2018-07-01,2152080.0
2018-08-01,3579760.0
2018-09-01,1172674.0
2018-10-01,1157639.0
2018-11-01,1873225.0
2018-12-01,2594411.0
2019-01-01,9214622.0
2019-02-01,20030245.0
2019-03-01,18287580.0
2019-04-01,20539206.0
2019-05-01,21709719.0
2019-06-01,22911232.0
2019-07-01,17407833.0
2019-08-01,23777977.0
2019-09-01,23645355.0
2019-10-01,27262089.0
2019-11-01,28303845.0
2019-12-01,26495498.0
2020-01-01,26167161.0
2020-02-01,27723518.0
2020-03-01,22000656.0
2020-04-01,19739059.0
2020-05-01,22181240.0
2020-06-01,21807928.0
2020-07-01,13584772.0
2020-08-01,14279820.0
2020-09-01,12532330.0
2020-10-01,17870535.0
2020-11-01,15578529.0
2020-12-01,14131104.0
2021-01-01,16359030.0
2021-02-01,17917033.0
2021-03-01,26052797.0
2021-04-01,24380553.0
2021-05-01,24570645.0
2021-06-01,23054350.0
2021-07-01,27673453.0
2021-08-01,27972768.0
2021-09-01,30437377.0
2021-10-01,30270751.0
2021-11-01,30025867.0
2021-12-01,17363540.0
2022-01-01,10127684.0
2022-02-01,10883773.0
2022-03-01,11602388.0
2022-04-01,11605162.0
2022-05-01,12493130.0
2022-06-01,13401983.0
2022-07-01,13890634.0
2022-08-01,21481180.0
2022-09-01,21427645.0
2022-10-01,25932047.0
2022-11-01,27281065.0
2022-12-01,22893463.0
2023-01-01,23514251.0
2023-02-01,25031190.0
2023-03-01,19584389.0
2023-04-01,20580663.0
2023-05-01,19582349.0
2023-06-01,26117249.0
2023-07-01,39442484.0
2023-08-01,53909252.0
2023-09-01,42686377.0
2023-10-01,45315505.0
2023-11-01,49010816.0
2023-12-01,51929516.0
2024-01-01,24736441.0
2024-02-01,139512130.0
2024-03-01,137039130.0
2024-04-01,169999525.0
2024-05-01,292839018.0
2024-06-01,402147167.0
2024-07-01,478976594.0
2024-08-01,663559956.0
2024-09-01,701061526.0
2024-10-01,789093260.0
2024-11-01,940503399.0
2024-12-01,864698598.0
2025-01-01,1028019010.0
2025-02-01,923238386.0
2025-03-01,398774072.0
2025-04-01,538647987.0
2025-05-01,649023766.0
2025-06-01,584632667.0
2025-07-01,649445751.0
2025-08-01,774099537.0
