Tarih,TP_LKF_KSV061
2014-08-01,1335856.0
2014-09-01,2038251.0
2014-10-01,1897605.0
2014-11-01,2022849.0
2014-12-01,2073691.0
2015-01-01,2086720.0
2015-02-01,2219083.0
2015-03-01,2103066.0
2015-04-01,1378925.0
2015-05-01,536337.0
2015-06-01,572261.0
2015-07-01,552541.0
2015-08-01,656240.0
2015-09-01,725261.0
2015-10-01,678483.0
2015-11-01,688854.0
2015-12-01,801048.0
2016-01-01,631881.0
2016-02-01,1213847.0
2016-03-01,1226397.0
2016-04-01,1375348.0
2016-05-01,1500372.0
2016-06-01,1578173.0
2016-07-01,2167050.0
2016-08-01,2633705.0
2016-09-01,3832431.0
2016-10-01,3969983.0
2016-11-01,4385106.0
2016-12-01,4799745.0
2017-01-01,4428006.0
2017-02-01,4742650.0
2017-03-01,5668364.0
2017-04-01,5446835.0
2017-05-01,5751921.0
2017-06-01,5950498.0
2017-07-01,6143254.0
2017-08-01,6286457.0
2017-09-01,6357946.0
2017-10-01,7519897.0
2017-11-01,6422530.0
2017-12-01,7271405.0
2018-01-01,6411619.0
2018-02-01,6037397.0
2018-03-01,6491159.0
2018-04-01,5097944.0
2018-05-01,6997594.0
2018-06-01,6848048.0
2018-07-01,7121687.0
2018-08-01,6100956.0
2018-09-01,6406201.0
2018-10-01,5961778.0
2018-11-01,5819005.0
2018-12-01,2379602.0
2019-01-01,2430599.0
2019-02-01,2033444.0
2019-03-01,1225211.0
2019-04-01,759722.0
2019-05-01,379658.0
2019-06-01,279837.0
2019-07-01,335747.0
2019-08-01,430169.0
2019-09-01,387176.0
2019-10-01,162283.0
2019-11-01,164888.0
2019-12-01,465668.0
2020-01-01,205903.0
2020-02-01,469474.0
2020-03-01,1962173.0
2020-04-01,3284496.0
2020-05-01,2250527.0
2020-06-01,2772577.0
2020-07-01,2214845.0
2020-08-01,3489014.0
2020-09-01,3358643.0
2020-10-01,2457790.0
2020-11-01,2733250.0
2020-12-01,2674040.0
2021-01-01,2472201.0
2021-02-01,2953137.0
2021-03-01,2446891.0
2021-04-01,2978429.0
2021-05-01,3043660.0
2021-06-01,4384774.0
2021-07-01,3657495.0
2021-08-01,4055234.0
2021-09-01,4419265.0
2021-10-01,5115223.0
2021-11-01,6138236.0
2021-12-01,4889910.0
2022-01-01,3231368.0
2022-02-01,4369753.0
2022-03-01,5593712.0
2022-04-01,6371531.0
2022-05-01,6230191.0
2022-06-01,5335133.0
2022-07-01,5775034.0
2022-08-01,6286308.0
2022-09-01,6457275.0
2022-10-01,6106167.0
2022-11-01,7314007.0
2022-12-01,9429989.0
2023-01-01,9712890.0
2023-02-01,7146338.0
2023-03-01,7609207.0
2023-04-01,8447038.0
2023-05-01,9158747.0
2023-06-01,7974299.0
2023-07-01,10597151.0
2023-08-01,17153233.0
2023-09-01,15124255.0
2023-10-01,19512446.0
2023-11-01,16796879.0
2023-12-01,15455872.0
2024-01-01,20637742.0
2024-02-01,19944585.0
2024-03-01,22041199.0
2024-04-01,27514481.0
2024-05-01,17814887.0
2024-06-01,37075021.0
2024-07-01,44392485.0
2024-08-01,19890945.0
2024-09-01,42510664.0
2024-10-01,54448100.0
2024-11-01,68311523.0
2024-12-01,79938794.0
2025-01-01,115292133.0
2025-02-01,91270836.0
2025-03-01,65739630.0
2025-04-01,64969014.0
2025-05-01,70142244.0
2025-06-01,78811454.0
2025-07-01,83696324.0
2025-08-01,56661476.0
