Tarih,TP_LKF_KSV05
2013-10-01,7449710.0
2013-11-01,7765214.0
2013-12-01,7251395.0
2014-01-01,8152552.0
2014-02-01,7341244.0
2014-03-01,7594964.0
2014-04-01,7708207.0
2014-05-01,7762110.0
2014-06-01,7988969.0
2014-07-01,7556965.0
2014-08-01,7425013.0
2014-09-01,7601631.0
2014-10-01,7490588.0
2014-11-01,7666304.0
2014-12-01,7803077.0
2015-01-01,8264428.0
2015-02-01,8540706.0
2015-03-01,8328756.0
2015-04-01,8298764.0
2015-05-01,7908136.0
2015-06-01,7993107.0
2015-07-01,8122647.0
2015-08-01,7969767.0
2015-09-01,7727459.0
2015-10-01,7419941.0
2015-11-01,6650999.0
2015-12-01,6439982.0
2016-01-01,6023381.0
2016-02-01,5999779.0
2016-03-01,5240623.0
2016-04-01,5551992.0
2016-05-01,5660854.0
2016-06-01,4701470.0
2016-07-01,6474820.0
2016-08-01,5612672.0
2016-09-01,6198597.0
2016-10-01,5990929.0
2016-11-01,6019204.0
2016-12-01,6287437.0
2017-01-01,6262475.0
2017-02-01,6117875.0
2017-03-01,7001471.0
2017-04-01,7251591.0
2017-05-01,6929258.0
2017-06-01,7137028.0
2017-07-01,7544264.0
2017-08-01,8230155.0
2017-09-01,8323747.0
2017-10-01,9245113.0
2017-11-01,8547422.0
2017-12-01,8423141.0
2018-01-01,7875523.0
2018-02-01,8162049.0
2018-03-01,8546099.0
2018-04-01,6240406.0
2018-05-01,8659207.0
2018-06-01,8039696.0
2018-07-01,9273768.0
2018-08-01,9680716.0
2018-09-01,7578876.0
2018-10-01,7119418.0
2018-11-01,7692231.0
2018-12-01,4974014.0
2019-01-01,11645221.0
2019-02-01,22063690.0
2019-03-01,19512792.0
2019-04-01,21298929.0
2019-05-01,22089378.0
2019-06-01,23191069.0
2019-07-01,17743580.0
2019-08-01,24208146.0
2019-09-01,24032531.0
2019-10-01,27424372.0
2019-11-01,28468733.0
2019-12-01,26961166.0
2020-01-01,26373064.0
2020-02-01,28192992.0
2020-03-01,23962830.0
2020-04-01,23023556.0
2020-05-01,24431767.0
2020-06-01,24580505.0
2020-07-01,15799618.0
2020-08-01,17768835.0
2020-09-01,15890973.0
2020-10-01,20328326.0
2020-11-01,18311780.0
2020-12-01,16805144.0
2021-01-01,20403045.0
2021-02-01,22547798.0
2021-03-01,29979954.0
2021-04-01,29115313.0
2021-05-01,29213184.0
2021-06-01,29563528.0
2021-07-01,33314197.0
2021-08-01,34471261.0
2021-09-01,37727240.0
2021-10-01,38479647.0
2021-11-01,41243114.0
2021-12-01,24499196.0
2022-01-01,22742888.0
2022-02-01,26479184.0
2022-03-01,28429927.0
2022-04-01,30735345.0
2022-05-01,31406643.0
2022-06-01,30139762.0
2022-07-01,31215981.0
2022-08-01,42220548.0
2022-09-01,48138369.0
2022-10-01,56225097.0
2022-11-01,63151421.0
2022-12-01,65291923.0
2023-01-01,73824426.0
2023-02-01,72428008.0
2023-03-01,69134437.0
2023-04-01,64833780.0
2023-05-01,55309266.0
2023-06-01,68955044.0
2023-07-01,98161494.0
2023-08-01,115646765.0
2023-09-01,104749633.0
2023-10-01,111508997.0
2023-11-01,109069099.0
2023-12-01,111349412.0
2024-01-01,104077965.0
2024-02-01,199923831.0
2024-03-01,235416647.0
2024-04-01,284051167.0
2024-05-01,383486828.0
2024-06-01,506390800.0
2024-07-01,625166177.0
2024-08-01,753735345.0
2024-09-01,861587675.0
2024-10-01,975992436.0
2024-11-01,1141225830.0
2024-12-01,1139604600.0
2025-01-01,1345661124.0
2025-02-01,1205770416.0
2025-03-01,601390395.0
2025-04-01,710922344.0
2025-05-01,872581336.0
2025-06-01,861914503.0
2025-07-01,952354510.0
2025-08-01,1047677247.0
