Tarih,TP_DOVVARNC_K8
2011-10-01,-4242.0
2011-11-01,-4386.0
2011-12-01,-1374.0
2012-01-01,-1042.0
2012-02-01,-1650.0
2012-03-01,-1598.0
2012-04-01,-2682.0
2012-05-01,-3444.0
2012-06-01,-2192.0
2012-07-01,-1434.0
2012-08-01,-1591.0
2012-09-01,-1436.0
2012-10-01,-2496.0
2012-11-01,-2662.0
2012-12-01,-1111.0
2013-01-01,-953.0
2013-02-01,-1391.0
2013-03-01,-1331.0
2013-04-01,-1167.0
2013-05-01,-1506.0
2013-06-01,-1409.0
2013-07-01,-1107.0
2013-08-01,-905.0
2013-09-01,-816.0
2013-10-01,-2550.0
2013-11-01,-3685.0
2013-12-01,-1900.0
2014-01-01,-760.0
2014-02-01,-1312.0
2014-03-01,-1321.0
2014-04-01,-891.0
2014-05-01,-1143.0
2014-06-01,-1152.0
2014-07-01,-992.0
2014-08-01,-792.0
2014-09-01,-989.0
2014-10-01,-983.0
2014-11-01,-692.0
2014-12-01,-3087.0
2015-01-01,-3271.0
2015-02-01,-561.0
2015-03-01,-455.0
2015-04-01,-300.0
2015-05-01,-275.0
2015-06-01,-226.0
2015-07-01,-297.0
2015-08-01,-356.0
2015-09-01,-627.0
2015-10-01,-614.0
2015-11-01,-217.0
2015-12-01,-1457.0
2016-01-01,-1582.0
2016-02-01,-382.0
2016-03-01,-283.0
2016-04-01,-285.0
2016-05-01,-241.0
2016-06-01,-2212.0
2016-07-01,-2307.0
2016-08-01,-374.0
2016-09-01,-385.0
2016-10-01,-411.0
2016-11-01,-1866.0
2016-12-01,-1763.0
2017-01-01,-312.0
2017-02-01,-474.0
2017-03-01,-535.0
2017-04-01,-2743.0
2017-05-01,-2672.0
2017-06-01,-864.0
2017-07-01,-843.0
2017-08-01,-462.0
2017-09-01,-1205.0
2017-10-01,-1115.0
2017-11-01,-247.0
2017-12-01,-1700.0
2018-01-01,-4043.0
2018-02-01,-2637.0
2018-03-01,-420.0
2018-04-01,-347.0
2018-05-01,-247.0
2018-06-01,-314.0
2018-07-01,-1572.0
2018-08-01,-1595.0
2018-09-01,-529.0
2018-10-01,-623.0
2018-11-01,-1930.0
2018-12-01,-1930.0
2019-01-01,-3147.0
2019-02-01,-1662.0
2019-03-01,-334.0
2019-04-01,-282.0
2019-05-01,-545.0
2019-06-01,-542.0
2019-07-01,-215.0
2019-08-01,-1777.0
2019-09-01,-2222.0
2019-10-01,-624.0
2019-11-01,-117.0
2019-12-01,-1175.0
2020-01-01,-1169.0
2020-02-01,-5545.0
2020-03-01,-6683.0
2020-04-01,-4234.0
2020-05-01,-2162.0
2020-06-01,-2209.0
2020-07-01,-2186.0
2020-08-01,-2292.0
2020-09-01,-3597.0
2020-10-01,-4642.0
2020-11-01,-4429.0
2020-12-01,-8584.0
2021-01-01,-7440.0
2021-02-01,-5642.0
2021-03-01,-6634.0
2021-04-01,-5717.0
2021-05-01,-4707.0
2021-06-01,-2273.0
2021-07-01,-2190.0
2021-08-01,-3726.0
2021-09-01,-4252.0
2021-10-01,-3675.0
2021-11-01,-5327.0
2021-12-01,-7129.0
2022-01-01,-5440.0
2022-02-01,-3759.0
2022-03-01,-3840.0
2022-04-01,-3212.0
2022-05-01,-6213.0
2022-06-01,-8718.0
2022-07-01,-4640.0
2022-08-01,-2198.0
2022-09-01,-2269.0
2022-10-01,-2209.0
2022-11-01,-2235.0
2022-12-01,-3741.0
2023-01-01,-7479.0
2023-02-01,-6023.0
2023-03-01,-7800.0
2023-04-01,-13499.0
2023-05-01,-18917.0
2023-06-01,-13531.0
2023-07-01,-12356.0
2023-08-01,-14083.0
2023-09-01,-16924.0
2023-10-01,-15594.0
2023-11-01,-14659.0
2023-12-01,-17136.0
2024-01-01,-18245.0
2024-02-01,-14642.0
2024-03-01,-9587.0
2024-04-01,-9443.0
2024-05-01,-13488.0
2024-06-01,-14333.0
2024-07-01,-4328.0
2024-08-01,-7262.0
2024-09-01,-7114.0
2024-10-01,-3033.0
2024-11-01,-6305.0
2024-12-01,-8703.0
2025-01-01,-4827.0
2025-02-01,-1790.0
2025-03-01,-1814.0
2025-04-01,-7120.0
2025-05-01,-12136.0
2025-06-01,-8311.0
2025-07-01,-5947.0
2025-08-01,-6763.0
2025-09-01,-5608.0
