Tarih,TP_DOVVARNC_K2
2011-09-01,-19068.0
2011-10-01,-19406.0
2011-11-01,-18245.0
2011-12-01,-17805.0
2012-01-01,-16449.0
2012-02-01,-16420.0
2012-03-01,-16366.0
2012-04-01,-16230.0
2012-05-01,-15510.0
2012-06-01,-15599.0
2012-07-01,-13920.0
2012-08-01,-13432.0
2012-09-01,-13362.0
2012-10-01,-13190.0
2012-11-01,-12620.0
2012-12-01,-12620.0
2013-01-01,-12826.0
2013-02-01,-13438.0
2013-03-01,-13202.0
2013-04-01,-13296.0
2013-05-01,-12714.0
2013-06-01,-12620.0
2013-07-01,-12474.0
2013-08-01,-12229.0
2013-09-01,-12236.0
2013-10-01,-12289.0
2013-11-01,-12286.0
2013-12-01,-12308.0
2014-01-01,-10671.0
2014-02-01,-11829.0
2014-03-01,-12618.0
2014-04-01,-12580.0
2014-05-01,-11803.0
2014-06-01,-11687.0
2014-07-01,-11488.0
2014-08-01,-11161.0
2014-09-01,-12896.0
2014-10-01,-10545.0
2014-11-01,-10402.0
2014-12-01,-10453.0
2015-01-01,-9990.0
2015-02-01,-9968.0
2015-03-01,-8188.0
2015-04-01,-7305.0
2015-05-01,-7126.0
2015-06-01,-7159.0
2015-07-01,-7153.0
2015-08-01,-7321.0
2015-09-01,-9690.0
2015-10-01,-9120.0
2015-11-01,-9016.0
2015-12-01,-8804.0
2016-01-01,-9210.0
2016-02-01,-12178.0
2016-03-01,-10563.0
2016-04-01,-9429.0
2016-05-01,-9532.0
2016-06-01,-9763.0
2016-07-01,-12101.0
2016-08-01,-12310.0
2016-09-01,-11219.0
2016-10-01,-11168.0
2016-11-01,-10674.0
2016-12-01,-11377.0
2017-01-01,-11360.0
2017-02-01,-11067.0
2017-03-01,-12655.0
2017-04-01,-13574.0
2017-05-01,-14660.0
2017-06-01,-14646.0
2017-07-01,-11285.0
2017-08-01,-11533.0
2017-09-01,-10998.0
2017-10-01,-12174.0
2017-11-01,-12176.0
2017-12-01,-11175.0
2018-01-01,-11915.0
2018-02-01,-13280.0
2018-03-01,-12602.0
2018-04-01,-10607.0
2018-05-01,-10629.0
2018-06-01,-10554.0
2018-07-01,-10340.0
2018-08-01,-11703.0
2018-09-01,-12494.0
2018-10-01,-11492.0
2018-11-01,-13290.0
2018-12-01,-13290.0
2019-01-01,-12985.0
2019-02-01,-13709.0
2019-03-01,-12150.0
2019-04-01,-10797.0
2019-05-01,-15142.0
2019-06-01,-17255.0
2019-07-01,-17117.0
2019-08-01,-16811.0
2019-09-01,-16684.0
2019-10-01,-16714.0
2019-11-01,-15226.0
2019-12-01,-16032.0
2020-01-01,-17053.0
2020-02-01,-18147.0
2020-03-01,-22397.0
2020-04-01,-22253.0
2020-05-01,-22213.0
2020-06-01,-21243.0
2020-07-01,-24865.0
2020-08-01,-25573.0
2020-09-01,-25654.0
2020-10-01,-25994.0
2020-11-01,-27571.0
2020-12-01,-28246.0
2021-01-01,-28234.0
2021-02-01,-30572.0
2021-03-01,-26753.0
2021-04-01,-27019.0
2021-05-01,-23356.0
2021-06-01,-22665.0
2021-07-01,-20197.0
2021-08-01,-23126.0
2021-09-01,-24632.0
2021-10-01,-25569.0
2021-11-01,-30077.0
2021-12-01,-28139.0
2022-01-01,-27286.0
2022-02-01,-22095.0
2022-03-01,-21106.0
2022-04-01,-23030.0
2022-05-01,-23054.0
2022-06-01,-23228.0
2022-07-01,-28895.0
2022-08-01,-31022.0
2022-09-01,-28149.0
2022-10-01,-28692.0
2022-11-01,-29122.0
2022-12-01,-31432.0
2023-01-01,-32599.0
2023-02-01,-34278.0
2023-03-01,-41084.0
2023-04-01,-46211.0
2023-05-01,-53132.0
2023-06-01,-53353.0
2023-07-01,-47608.0
2023-08-01,-48170.0
2023-09-01,-48322.0
2023-10-01,-48562.0
2023-11-01,-52851.0
2023-12-01,-50841.0
2024-01-01,-50723.0
2024-02-01,-52421.0
2024-03-01,-53605.0
2024-04-01,-48251.0
2024-05-01,-45846.0
2024-06-01,-46551.0
2024-07-01,-44789.0
2024-08-01,-43724.0
2024-09-01,-43177.0
2024-10-01,-44636.0
2024-11-01,-42769.0
2024-12-01,-41365.0
2025-01-01,-42493.0
2025-02-01,-42405.0
2025-03-01,-38000.0
2025-04-01,-40940.0
2025-05-01,-42031.0
2025-06-01,-43353.0
2025-07-01,-44885.0
2025-08-01,-43921.0
2025-09-01,-44276.0
