Tarih,TP_REZVARPD_K2
2012-08-01,91357.0
2012-09-01,93128.0
2012-10-01,97860.0
2012-11-01,98503.0
2012-12-01,98270.0
2013-01-01,102684.0
2013-02-01,102388.0
2013-03-01,104040.0
2013-04-01,112174.0
2013-05-01,107171.0
2013-06-01,103995.0
2013-07-01,102816.0
2013-08-01,106989.0
2013-09-01,108127.0
2013-10-01,111003.0
2013-11-01,112569.0
2013-12-01,109280.0
2014-01-01,102997.0
2014-02-01,104785.0
2014-03-01,104286.0
2014-04-01,107443.0
2014-05-01,108678.0
2014-06-01,110198.0
2014-07-01,109911.0
2014-08-01,111298.0
2014-09-01,109805.0
2014-10-01,111122.0
2014-11-01,111588.0
2014-12-01,105345.0
2015-01-01,108135.0
2015-02-01,106984.0
2015-03-01,99735.0
2015-04-01,101927.0
2015-05-01,99840.0
2015-06-01,99244.0
2015-07-01,101043.0
2015-08-01,100917.0
2015-09-01,100025.0
2015-10-01,98610.0
2015-11-01,97713.0
2015-12-01,91431.0
2016-01-01,91387.0
2016-02-01,92241.0
2016-03-01,94200.0
2016-04-01,94674.0
2016-05-01,96525.0
2016-06-01,100179.0
2016-07-01,98382.0
2016-08-01,102236.0
2016-09-01,97497.0
2016-10-01,99500.0
2016-11-01,97811.0
2016-12-01,90610.0
2017-01-01,89057.0
2017-02-01,89471.0
2017-03-01,87128.0
2017-04-01,83486.0
2017-05-01,85953.0
2017-06-01,88692.0
2017-07-01,86460.0
2017-08-01,89977.0
2017-09-01,89977.0
2017-10-01,94681.0
2017-11-01,90807.0
2017-12-01,82658.0
2018-01-01,88444.0
2018-02-01,87905.0
2018-03-01,83376.0
2018-04-01,85311.0
2018-05-01,81269.0
2018-06-01,74035.0
2018-07-01,76947.0
2018-08-01,68943.0
2018-09-01,65536.0
2018-10-01,66192.0
2018-11-01,70221.0
2018-12-01,71398.0
2019-01-01,74858.0
2019-02-01,77623.0
2019-03-01,73935.0
2019-04-01,70749.0
2019-05-01,73611.0
2019-06-01,71975.0
2019-07-01,74374.0
2019-08-01,74363.0
2019-09-01,73772.0
2019-10-01,76548.0
2019-11-01,76855.0
2019-12-01,77118.0
2020-01-01,73463.0
2020-02-01,75837.0
2020-03-01,59243.0
2020-04-01,50070.0
2020-05-01,52758.0
2020-06-01,45774.0
2020-07-01,45148.0
2020-08-01,38766.0
2020-09-01,36326.0
2020-10-01,40835.0
2020-11-01,41136.0
2020-12-01,48461.0
2021-01-01,51938.0
2021-02-01,53014.0
2021-03-01,46196.0
2021-04-01,45466.0
2021-05-01,46515.0
2021-06-01,55607.0
2021-07-01,62612.0
2021-08-01,69275.0
2021-09-01,74883.0
2021-10-01,76398.0
2021-11-01,78526.0
2021-12-01,64830.0
2022-01-01,63302.0
2022-02-01,60961.0
2022-03-01,56145.0
2022-04-01,57850.0
2022-05-01,52205.0
2022-06-01,49708.0
2022-07-01,53680.0
2022-08-01,63725.0
2022-09-01,60884.0
2022-10-01,67143.0
2022-11-01,71972.0
2022-12-01,75407.0
2023-01-01,67164.0
2023-02-01,61290.0
2023-03-01,62677.0
2023-04-01,60868.0
2023-05-01,48271.0
2023-06-01,59646.0
2023-07-01,62651.0
2023-08-01,67403.0
2023-09-01,74198.0
2023-10-01,74530.0
2023-11-01,82850.0
2023-12-01,85159.0
2024-01-01,78002.0
2024-02-01,71600.0
2024-03-01,61292.0
2024-04-01,58685.0
2024-05-01,76464.0
2024-06-01,77431.0
2024-07-01,83237.0
2024-08-01,81738.0
2024-09-01,81085.0
2024-10-01,84958.0
2024-11-01,85416.0
2024-12-01,83523.0
2025-01-01,89955.0
2025-02-01,87363.0
2025-03-01,73143.0
2025-04-01,49025.0
2025-05-01,62402.0
2025-06-01,59070.0
2025-07-01,77221.0
2025-08-01,83326.0
2025-09-01,74642.0
