Tarih,TP_DOVVARNC_K4
2011-09-01,-2746.0
2011-10-01,-4925.0
2011-11-01,-5352.0
2011-12-01,-2434.0
2012-01-01,-1896.0
2012-02-01,-2237.0
2012-03-01,-2091.0
2012-04-01,-3336.0
2012-05-01,-4247.0
2012-06-01,-3160.0
2012-07-01,-2229.0
2012-08-01,-1917.0
2012-09-01,-1799.0
2012-10-01,-3117.0
2012-11-01,-3561.0
2012-12-01,-2271.0
2013-01-01,-1880.0
2013-02-01,-1924.0
2013-03-01,-1781.0
2013-04-01,-1709.0
2013-05-01,-2186.0
2013-06-01,-2372.0
2013-07-01,-1941.0
2013-08-01,-1215.0
2013-09-01,-1138.0
2013-10-01,-3091.0
2013-11-01,-4499.0
2013-12-01,-3053.0
2014-01-01,-1771.0
2014-02-01,-1886.0
2014-03-01,-1752.0
2014-04-01,-1321.0
2014-05-01,-1733.0
2014-06-01,-2180.0
2014-07-01,-1902.0
2014-08-01,-1191.0
2014-09-01,-1506.0
2014-10-01,-1432.0
2014-11-01,-1366.0
2014-12-01,-4235.0
2015-01-01,-4370.0
2015-02-01,-1181.0
2015-03-01,-856.0
2015-04-01,-726.0
2015-05-01,-845.0
2015-06-01,-1123.0
2015-07-01,-1231.0
2015-08-01,-862.0
2015-09-01,-1022.0
2015-10-01,-1096.0
2015-11-01,-861.0
2015-12-01,-2483.0
2016-01-01,-2966.0
2016-02-01,-2238.0
2016-03-01,-711.0
2016-04-01,-751.0
2016-05-01,-856.0
2016-06-01,-3215.0
2016-07-01,-3277.0
2016-08-01,-924.0
2016-09-01,-1306.0
2016-10-01,-917.0
2016-11-01,-2619.0
2016-12-01,-2792.0
2017-01-01,-1357.0
2017-02-01,-2562.0
2017-03-01,-984.0
2017-04-01,-3233.0
2017-05-01,-4324.0
2017-06-01,-1890.0
2017-07-01,-1928.0
2017-08-01,-1306.0
2017-09-01,-1756.0
2017-10-01,-1808.0
2017-11-01,-808.0
2017-12-01,-2715.0
2018-01-01,-5833.0
2018-02-01,-4836.0
2018-03-01,-1049.0
2018-04-01,-889.0
2018-05-01,-1085.0
2018-06-01,-1423.0
2018-07-01,-2601.0
2018-08-01,-2313.0
2018-09-01,-1059.0
2018-10-01,-1038.0
2018-11-01,-2941.0
2018-12-01,-2941.0
2019-01-01,-4176.0
2019-02-01,-2471.0
2019-03-01,-1002.0
2019-04-01,-780.0
2019-05-01,-1200.0
2019-06-01,-1547.0
2019-07-01,-1257.0
2019-08-01,-2601.0
2019-09-01,-2796.0
2019-10-01,-1069.0
2019-11-01,-931.0
2019-12-01,-2405.0
2020-01-01,-2255.0
2020-02-01,-6416.0
2020-03-01,-7355.0
2020-04-01,-4706.0
2020-05-01,-2900.0
2020-06-01,-3403.0
2020-07-01,-3287.0
2020-08-01,-3111.0
2020-09-01,-4150.0
2020-10-01,-5117.0
2020-11-01,-5447.0
2020-12-01,-10044.0
2021-01-01,-8713.0
2021-02-01,-6513.0
2021-03-01,-7189.0
2021-04-01,-6341.0
2021-05-01,-5744.0
2021-06-01,-3491.0
2021-07-01,-3255.0
2021-08-01,-4585.0
2021-09-01,-4860.0
2021-10-01,-4306.0
2021-11-01,-6446.0
2021-12-01,-8541.0
2022-01-01,-6684.0
2022-02-01,-4623.0
2022-03-01,-4411.0
2022-04-01,-3939.0
2022-05-01,-7349.0
2022-06-01,-10079.0
2022-07-01,-5840.0
2022-08-01,-3019.0
2022-09-01,-2817.0
2022-10-01,-2853.0
2022-11-01,-3386.0
2022-12-01,-5178.0
2023-01-01,-8763.0
2023-02-01,-7087.0
2023-03-01,-8563.0
2023-04-01,-14744.0
2023-05-01,-20592.0
2023-06-01,-14983.0
2023-07-01,-13660.0
2023-08-01,-15151.0
2023-09-01,-17748.0
2023-10-01,-16867.0
2023-11-01,-16506.0
2023-12-01,-18848.0
2024-01-01,-20595.0
2024-02-01,-16691.0
2024-03-01,-10402.0
2024-04-01,-10852.0
2024-05-01,-15418.0
2024-06-01,-15840.0
2024-07-01,-5572.0
2024-08-01,-8398.0
2024-09-01,-7886.0
2024-10-01,-4337.0
2024-11-01,-8157.0
2024-12-01,-10161.0
2025-01-01,-6136.0
2025-02-01,-2993.0
2025-03-01,-2629.0
2025-04-01,-8567.0
2025-05-01,-14023.0
2025-06-01,-9572.0
2025-07-01,-7228.0
2025-08-01,-7959.0
2025-09-01,-6354.0
