Tarih,TP_DOVVARNC_K6
2011-09-01,-14859.0
2011-10-01,-15110.0
2011-11-01,-14021.0
2011-12-01,-13604.0
2012-01-01,-12264.0
2012-02-01,-12185.0
2012-03-01,-12082.0
2012-04-01,-11974.0
2012-05-01,-11346.0
2012-06-01,-11370.0
2012-07-01,-9874.0
2012-08-01,-9381.0
2012-09-01,-9310.0
2012-10-01,-9121.0
2012-11-01,-8578.0
2012-12-01,-8526.0
2013-01-01,-8775.0
2013-02-01,-9448.0
2013-03-01,-9234.0
2013-04-01,-9250.0
2013-05-01,-8705.0
2013-06-01,-8612.0
2013-07-01,-8558.0
2013-08-01,-8343.0
2013-09-01,-8366.0
2013-10-01,-8404.0
2013-11-01,-8290.0
2013-12-01,-8309.0
2014-01-01,-6670.0
2014-02-01,-6506.0
2014-03-01,-8555.0
2014-04-01,-8456.0
2014-05-01,-7702.0
2014-06-01,-7586.0
2014-07-01,-7402.0
2014-08-01,-7091.0
2014-09-01,-8367.0
2014-10-01,-6625.0
2014-11-01,-6456.0
2014-12-01,-6531.0
2015-01-01,-6059.0
2015-02-01,-6042.0
2015-03-01,-4398.0
2015-04-01,-3282.0
2015-05-01,-3235.0
2015-06-01,-3268.0
2015-07-01,-3216.0
2015-08-01,-3308.0
2015-09-01,-5745.0
2015-10-01,-5187.0
2015-11-01,-5133.0
2015-12-01,-4934.0
2016-01-01,-5001.0
2016-02-01,-6733.0
2016-03-01,-5507.0
2016-04-01,-5488.0
2016-05-01,-5540.0
2016-06-01,-5705.0
2016-07-01,-8007.0
2016-08-01,-8194.0
2016-09-01,-6717.0
2016-10-01,-6601.0
2016-11-01,-6615.0
2016-12-01,-7268.0
2017-01-01,-7290.0
2017-02-01,-5692.0
2017-03-01,-7216.0
2017-04-01,-9401.0
2017-05-01,-9391.0
2017-06-01,-9333.0
2017-07-01,-7051.0
2017-08-01,-7038.0
2017-09-01,-6530.0
2017-10-01,-7657.0
2017-11-01,-7658.0
2017-12-01,-6947.0
2018-01-01,-6947.0
2018-02-01,-6997.0
2018-03-01,-6989.0
2018-04-01,-6131.0
2018-05-01,-5998.0
2018-06-01,-5975.0
2018-07-01,-5954.0
2018-08-01,-7359.0
2018-09-01,-8359.0
2018-10-01,-7229.0
2018-11-01,-9005.0
2018-12-01,-9005.0
2019-01-01,-8636.0
2019-02-01,-9081.0
2019-03-01,-7463.0
2019-04-01,-6060.0
2019-05-01,-10422.0
2019-06-01,-12548.0
2019-07-01,-12343.0
2019-08-01,-11973.0
2019-09-01,-11867.0
2019-10-01,-11946.0
2019-11-01,-10409.0
2019-12-01,-11257.0
2020-01-01,-12296.0
2020-02-01,-13250.0
2020-03-01,-17396.0
2020-04-01,-17265.0
2020-05-01,-17250.0
2020-06-01,-16357.0
2020-07-01,-19823.0
2020-08-01,-20316.0
2020-09-01,-20532.0
2020-10-01,-20687.0
2020-11-01,-22326.0
2020-12-01,-22937.0
2021-01-01,-22910.0
2021-02-01,-25037.0
2021-03-01,-21328.0
2021-04-01,-21575.0
2021-05-01,-17957.0
2021-06-01,-17088.0
2021-07-01,-14543.0
2021-08-01,-17560.0
2021-09-01,-18965.0
2021-10-01,-19906.0
2021-11-01,-24481.0
2021-12-01,-22568.0
2022-01-01,-21722.0
2022-02-01,-16443.0
2022-03-01,-15374.0
2022-04-01,-17328.0
2022-05-01,-17336.0
2022-06-01,-17499.0
2022-07-01,-23135.0
2022-08-01,-25182.0
2022-09-01,-22392.0
2022-10-01,-22790.0
2022-11-01,-22948.0
2022-12-01,-25049.0
2023-01-01,-25798.0
2023-02-01,-27537.0
2023-03-01,-34085.0
2023-04-01,-38136.0
2023-05-01,-44901.0
2023-06-01,-45155.0
2023-07-01,-39191.0
2023-08-01,-39694.0
2023-09-01,-39928.0
2023-10-01,-40118.0
2023-11-01,-44215.0
2023-12-01,-42251.0
2024-01-01,-42033.0
2024-02-01,-43631.0
2024-03-01,-44841.0
2024-04-01,-40418.0
2024-05-01,-38024.0
2024-06-01,-38750.0
2024-07-01,-36905.0
2024-08-01,-36046.0
2024-09-01,-35566.0
2024-10-01,-36891.0
2024-11-01,-35027.0
2024-12-01,-33657.0
2025-01-01,-34878.0
2025-02-01,-34833.0
2025-03-01,-30550.0
2025-04-01,-33466.0
2025-05-01,-34590.0
2025-06-01,-35939.0
2025-07-01,-37246.0
2025-08-01,-36137.0
2025-09-01,-36319.0
