Tarih,TP_DOVVARNC_K6
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,-5573.0
2000-09-01,-5307.0
2000-10-01,-5190.0
2000-11-01,-7246.0
2000-12-01,-8186.0
2001-01-01,-8037.0
2001-02-01,-8452.0
2001-03-01,-9416.0
2001-04-01,-8721.0
2001-05-01,-9420.0
2001-06-01,-8490.0
2001-07-01,-9175.0
2001-08-01,-9852.0
2001-09-01,-10392.0
2001-10-01,-10845.0
2001-11-01,-9557.0
2001-12-01,-15845.0
2002-01-01,-16243.0
2002-02-01,-15257.0
2002-03-01,-15592.0
2002-04-01,-16068.0
2002-05-01,-16008.0
2002-06-01,-17762.0
2002-07-01,-18591.0
2002-08-01,-19441.0
2002-09-01,-20772.0
2002-10-01,-22515.0
2002-11-01,-23945.0
2002-12-01,-24273.0
2003-01-01,-26940.0
2003-02-01,-28466.0
2003-03-01,-29524.0
2003-04-01,-29926.0
2003-05-01,-33560.0
2003-06-01,-30729.0
2003-07-01,-28511.0
2003-08-01,-25989.0
2003-09-01,-25740.0
2003-10-01,-23540.0
2003-11-01,-23921.0
2003-12-01,-26706.0
2004-01-01,-25444.0
2004-02-01,-25948.0
2004-03-01,-24534.0
2004-04-01,-25061.0
2004-05-01,-26968.0
2004-06-01,-30086.0
2004-07-01,-30485.0
2004-08-01,-32135.0
2004-09-01,-35433.0
2004-10-01,-36879.0
2004-11-01,-37717.0
2004-12-01,-36578.0
2005-01-01,-37166.0
2005-02-01,-38974.0
2005-03-01,-38062.0
2005-04-01,-37663.0
2005-05-01,-33736.0
2005-06-01,-29575.0
2005-07-01,-28633.0
2005-08-01,-29088.0
2005-09-01,-23972.0
2005-10-01,-23198.0
2005-11-01,-24507.0
2005-12-01,-23293.0
2006-01-01,-23569.0
2006-02-01,-23353.0
2006-03-01,-25862.0
2006-04-01,-27748.0
2006-05-01,-28254.0
2006-06-01,-27747.0
2006-07-01,-27486.0
2006-08-01,-25951.0
2006-09-01,-25945.0
2006-10-01,-28148.0
2006-11-01,-27940.0
2006-12-01,-27861.0
2007-01-01,-28696.0
2007-02-01,-28636.0
2007-03-01,-27713.0
2007-04-01,-24675.0
2007-05-01,-27707.0
2007-06-01,-27934.0
2007-07-01,-28968.0
2007-08-01,-28756.0
2007-09-01,-28663.0
2007-10-01,-26019.0
2007-11-01,-23663.0
2007-12-01,-24589.0
2008-01-01,-23016.0
2008-02-01,-21920.0
2008-03-01,-21147.0
2008-04-01,-23140.0
2008-05-01,-18645.0
2008-06-01,-19698.0
2008-07-01,-18372.0
2008-08-01,-17634.0
2008-09-01,-18528.0
2008-10-01,-16978.0
2008-11-01,-17927.0
2008-12-01,-17792.0
2009-01-01,-20244.0
2009-02-01,-21619.0
2009-03-01,-19373.0
2009-04-01,-16789.0
2009-05-01,-17675.0
2009-06-01,-18386.0
2009-07-01,-18259.0
2009-08-01,-18476.0
2009-09-01,-20964.0
2009-10-01,-22653.0
2009-11-01,-23135.0
2009-12-01,-22932.0
2010-01-01,-20341.0
2010-02-01,-18690.0
2010-03-01,-18412.0
2010-04-01,-18284.0
2010-05-01,-18277.0
2010-06-01,-17388.0
2010-07-01,-17815.0
2010-08-01,-18177.0
2010-09-01,-16290.0
2010-10-01,-13781.0
2010-11-01,-13964.0
2010-12-01,-13897.0
2011-01-01,-15983.0
2011-02-01,-16287.0
2011-03-01,-16270.0
2011-04-01,-16325.0
2011-05-01,-15910.0
2011-06-01,-14976.0
2011-07-01,-15818.0
2011-08-01,-15514.0
