Tarih,TP_REZVARPD_K4
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,2453.0
2000-09-01,2538.0
2000-10-01,2243.0
2000-11-01,3620.0
2000-12-01,4930.0
2001-01-01,1482.0
2001-02-01,6851.0
2001-03-01,3720.0
2001-04-01,4326.0
2001-05-01,3394.0
2001-06-01,2184.0
2001-07-01,2973.0
2001-08-01,2695.0
2001-09-01,3963.0
2001-10-01,2652.0
2001-11-01,1964.0
2001-12-01,4016.0
2002-01-01,2879.0
2002-02-01,2659.0
2002-03-01,2245.0
2002-04-01,3050.0
2002-05-01,1780.0
2002-06-01,2670.0
2002-07-01,2206.0
2002-08-01,2102.0
2002-09-01,2137.0
2002-10-01,1804.0
2002-11-01,1317.0
2002-12-01,1962.0
2003-01-01,2331.0
2003-02-01,1781.0
2003-03-01,1684.0
2003-04-01,1442.0
2003-05-01,1937.0
2003-06-01,1659.0
2003-07-01,1171.0
2003-08-01,1047.0
2003-09-01,1309.0
2003-10-01,1710.0
2003-11-01,1280.0
2003-12-01,1861.0
2004-01-01,1738.0
2004-02-01,1921.0
2004-03-01,1947.0
2004-04-01,1737.0
2004-05-01,1581.0
2004-06-01,2868.0
2004-07-01,1834.0
2004-08-01,1668.0
2004-09-01,1964.0
2004-10-01,2025.0
2004-11-01,1818.0
2004-12-01,2749.0
2005-01-01,1725.0
2005-02-01,2565.0
2005-03-01,2676.0
2005-04-01,3692.0
2005-05-01,2691.0
2005-06-01,3070.0
2005-07-01,2672.0
2005-08-01,2501.0
2005-09-01,3641.0
2005-10-01,2852.0
2005-11-01,2979.0
2005-12-01,4113.0
2006-01-01,2969.0
2006-02-01,4752.0
2006-03-01,2048.0
2006-04-01,2922.0
2006-05-01,2772.0
2006-06-01,3380.0
2006-07-01,3520.0
2006-08-01,3682.0
2006-09-01,4267.0
2006-10-01,4672.0
2006-11-01,3319.0
2006-12-01,3867.0
2007-01-01,4384.0
2007-02-01,4030.0
2007-03-01,5367.0
2007-04-01,4135.0
2007-05-01,2873.0
2007-06-01,3686.0
2007-07-01,3665.0
2007-08-01,4372.0
2007-09-01,3672.0
2007-10-01,4768.0
2007-11-01,4121.0
2007-12-01,5380.0
2008-01-01,5026.0
2008-02-01,4914.0
2008-03-01,5678.0
2008-04-01,3290.0
2008-05-01,3811.0
2008-06-01,5324.0
2008-07-01,3730.0
2008-08-01,3294.0
2008-09-01,3861.0
2008-10-01,3349.0
2008-11-01,3797.0
2008-12-01,4055.0
2009-01-01,3527.0
2009-02-01,3297.0
2009-03-01,3838.0
2009-04-01,4107.0
2009-05-01,3581.0
2009-06-01,3345.0
2009-07-01,3896.0
2009-08-01,2959.0
2009-09-01,4457.0
2009-10-01,3133.0
2009-11-01,4419.0
2009-12-01,5121.0
2010-01-01,4851.0
2010-02-01,5495.0
2010-03-01,4501.0
2010-04-01,5223.0
2010-05-01,4538.0
2010-06-01,5150.0
2010-07-01,5866.0
2010-08-01,5014.0
2010-09-01,6370.0
2010-10-01,6321.0
2010-11-01,5784.0
2010-12-01,7766.0
2011-01-01,6453.0
2011-02-01,6511.0
2011-03-01,9706.0
2011-04-01,7943.0
2011-05-01,8843.0
2011-06-01,7969.0
2011-07-01,6563.0
2011-08-01,6257.0
2011-09-01,7340.0
2011-10-01,9644.0
2011-11-01,8278.0
2011-12-01,10816.0
2012-01-01,11106.0
2012-02-01,5703.0
2012-03-01,5941.0
2012-04-01,7034.0
2012-05-01,7061.0
2012-06-01,7277.0
2012-07-01,4974.0
