Tarih,TP_REZVARPD_K4
2012-08-01,10028.0
2012-09-01,5420.0
2012-10-01,9496.0
2012-11-01,5549.0
2012-12-01,3635.0
2013-01-01,6293.0
2013-02-01,7777.0
2013-03-01,7138.0
2013-04-01,8405.0
2013-05-01,5422.0
2013-06-01,4640.0
2013-07-01,6085.0
2013-08-01,5438.0
2013-09-01,10348.0
2013-10-01,14058.0
2013-11-01,12303.0
2013-12-01,10354.0
2014-01-01,10134.0
2014-02-01,11558.0
2014-03-01,8937.0
2014-04-01,9896.0
2014-05-01,8462.0
2014-06-01,9224.0
2014-07-01,6638.0
2014-08-01,7267.0
2014-09-01,8161.0
2014-10-01,9765.0
2014-11-01,7460.0
2014-12-01,6709.0
2015-01-01,5424.0
2015-02-01,6273.0
2015-03-01,3897.0
2015-04-01,6041.0
2015-05-01,5337.0
2015-06-01,7147.0
2015-07-01,9414.0
2015-08-01,10459.0
2015-09-01,12643.0
2015-10-01,18522.0
2015-11-01,12310.0
2015-12-01,8311.0
2016-01-01,12767.0
2016-02-01,20365.0
2016-03-01,23761.0
2016-04-01,21470.0
2016-05-01,27262.0
2016-06-01,22927.0
2016-07-01,18599.0
2016-08-01,20168.0
2016-09-01,9114.0
2016-10-01,11051.0
2016-11-01,13716.0
2016-12-01,9351.0
2017-01-01,10165.0
2017-02-01,12431.0
2017-03-01,9983.0
2017-04-01,10756.0
2017-05-01,20144.0
2017-06-01,13058.0
2017-07-01,14536.0
2017-08-01,14969.0
2017-09-01,13519.0
2017-10-01,18322.0
2017-11-01,15109.0
2017-12-01,15924.0
2018-01-01,23595.0
2018-02-01,25936.0
2018-03-01,24329.0
2018-04-01,29180.0
2018-05-01,30783.0
2018-06-01,27234.0
2018-07-01,29128.0
2018-08-01,31939.0
2018-09-01,34523.0
2018-10-01,38250.0
2018-11-01,42989.0
2018-12-01,46721.0
2019-01-01,52193.0
2019-02-01,47524.0
2019-03-01,46377.0
2019-04-01,41782.0
2019-05-01,46679.0
2019-06-01,45049.0
2019-07-01,50196.0
2019-08-01,45456.0
2019-09-01,43449.0
2019-10-01,45093.0
2019-11-01,43194.0
2019-12-01,43271.0
2020-01-01,35342.0
2020-02-01,36482.0
2020-03-01,22523.0
2020-04-01,26200.0
2020-05-01,35242.0
2020-06-01,29474.0
2020-07-01,30626.0
2020-08-01,29126.0
2020-09-01,27454.0
2020-10-01,31893.0
2020-11-01,32106.0
2020-12-01,39582.0
2021-01-01,43056.0
2021-02-01,44038.0
2021-03-01,37560.0
2021-04-01,36743.0
2021-05-01,37692.0
2021-06-01,47197.0
2021-07-01,54166.0
2021-08-01,61021.0
2021-09-01,66666.0
2021-10-01,68242.0
2021-11-01,70248.0
2021-12-01,56607.0
2022-01-01,55995.0
2022-02-01,53636.0
2022-03-01,48751.0
2022-04-01,50890.0
2022-05-01,45060.0
2022-06-01,42630.0
2022-07-01,46560.0
2022-08-01,56712.0
2022-09-01,54495.0
2022-10-01,60704.0
2022-11-01,65438.0
2022-12-01,68994.0
2023-01-01,60637.0
2023-02-01,55101.0
2023-03-01,57109.0
2023-04-01,55013.0
2023-05-01,44919.0
2023-06-01,56338.0
2023-07-01,59216.0
2023-08-01,64022.0
2023-09-01,70834.0
2023-10-01,71167.0
2023-11-01,79389.0
2023-12-01,81600.0
2024-01-01,67272.0
2024-02-01,60008.0
2024-03-01,49693.0
2024-04-01,47196.0
2024-05-01,64792.0
2024-06-01,64880.0
2024-07-01,66947.0
2024-08-01,65223.0
2024-09-01,62040.0
2024-10-01,60585.0
2024-11-01,61286.0
2024-12-01,58729.0
2025-01-01,58334.0
2025-02-01,53435.0
2025-03-01,47502.0
2025-04-01,38539.0
2025-05-01,51983.0
2025-06-01,47934.0
2025-07-01,63874.0
2025-08-01,48668.0
2025-09-01,45116.0
