Tarih,TP_DOVVARNC_K7
2011-12-01,-3449.0
2012-01-01,-918.0
2012-02-01,-472.0
2012-03-01,-575.0
2012-04-01,-1060.0
2012-05-01,-510.0
2012-06-01,-2038.0
2012-07-01,-1390.0
2012-08-01,-759.0
2012-09-01,-700.0
2012-10-01,-911.0
2012-11-01,-521.0
2012-12-01,-1975.0
2013-01-01,-700.0
2013-02-01,-411.0
2013-03-01,-515.0
2013-04-01,-860.0
2013-05-01,-475.0
2013-06-01,-683.0
2013-07-01,-831.0
2013-08-01,-582.0
2013-09-01,-513.0
2013-10-01,-397.0
2013-11-01,-419.0
2013-12-01,-2124.0
2014-01-01,-1557.0
2014-02-01,-322.0
2014-03-01,-441.0
2014-04-01,-959.0
2014-05-01,-355.0
2014-06-01,-513.0
2014-07-01,-602.0
2014-08-01,-495.0
2014-09-01,-616.0
2014-10-01,-318.0
2014-11-01,-411.0
2014-12-01,-497.0
2015-01-01,-118.0
2015-02-01,-2950.0
2015-03-01,-312.0
2015-04-01,-183.0
2015-05-01,-146.0
2015-06-01,-166.0
2015-07-01,-115.0
2015-08-01,-125.0
2015-09-01,-687.0
2015-10-01,-130.0
2015-11-01,-472.0
2015-12-01,-137.0
2016-01-01,-90.0
2016-02-01,-1397.0
2016-03-01,-242.0
2016-04-01,-143.0
2016-05-01,-141.0
2016-06-01,-150.0
2016-07-01,-91.0
2016-08-01,-2126.0
2016-09-01,-212.0
2016-10-01,-156.0
2016-11-01,-218.0
2016-12-01,-196.0
2017-01-01,-1685.0
2017-02-01,-109.0
2017-03-01,-227.0
2017-04-01,-244.0
2017-05-01,-293.0
2017-06-01,-2461.0
2017-07-01,-202.0
2017-08-01,-687.0
2017-09-01,-202.0
2017-10-01,-256.0
2017-11-01,-952.0
2017-12-01,-178.0
2018-01-01,-58.0
2018-02-01,-1649.0
2018-03-01,-2429.0
2018-04-01,-212.0
2018-05-01,-199.0
2018-06-01,-147.0
2018-07-01,-87.0
2018-08-01,-224.0
2018-09-01,-1399.0
2018-10-01,-285.0
2018-11-01,-548.0
2018-12-01,-548.0
2019-01-01,-504.0
2019-02-01,-2088.0
2019-03-01,-1911.0
2019-04-01,-590.0
2019-05-01,-591.0
2019-06-01,-536.0
2019-07-01,-836.0
2019-08-01,-482.0
2019-09-01,-478.0
2019-10-01,-2031.0
2019-11-01,-920.0
2019-12-01,-417.0
2020-01-01,-412.0
2020-02-01,-1436.0
2020-03-01,-1420.0
2020-04-01,-3773.0
2020-05-01,-2531.0
2020-06-01,-406.0
2020-07-01,-479.0
2020-08-01,-461.0
2020-09-01,-421.0
2020-10-01,-593.0
2020-11-01,-1718.0
2020-12-01,-1677.0
2021-01-01,-1504.0
2021-02-01,-5699.0
2021-03-01,-405.0
2021-04-01,-3899.0
2021-05-01,-1479.0
2021-06-01,-2899.0
2021-07-01,-468.0
2021-08-01,-432.0
2021-09-01,-333.0
2021-10-01,-1926.0
2021-11-01,-7966.0
2021-12-01,-6020.0
2022-01-01,-7261.0
2022-02-01,-3677.0
2022-03-01,-1105.0
2022-04-01,-1579.0
2022-05-01,-1470.0
2022-06-01,-826.0
2022-07-01,-3686.0
2022-08-01,-3246.0
2022-09-01,-649.0
2022-10-01,-865.0
2022-11-01,-771.0
2022-12-01,-638.0
2023-01-01,-725.0
2023-02-01,-2038.0
2023-03-01,-2824.0
2023-04-01,-2467.0
2023-05-01,-3092.0
2023-06-01,-8550.0
2023-07-01,-5701.0
2023-08-01,-2922.0
2023-09-01,-2302.0
2023-10-01,-2551.0
2023-11-01,-4575.0
2023-12-01,-2364.0
2024-01-01,-4166.0
2024-02-01,-4914.0
2024-03-01,-6777.0
2024-04-01,-4258.0
2024-05-01,-2795.0
2024-06-01,-2512.0
2024-07-01,-6526.0
2024-08-01,-3375.0
2024-09-01,-2760.0
2024-10-01,-6170.0
2024-11-01,-3656.0
2024-12-01,-2750.0
2025-01-01,-5752.0
2025-02-01,-6080.0
2025-03-01,-3143.0
2025-04-01,-4152.0
2025-05-01,-4743.0
2025-06-01,-7450.0
2025-07-01,-7677.0
2025-08-01,-3945.0
2025-09-01,-6155.0
