Tarih,TP_DOVVARNC_K13
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,-2182.0
2000-09-01,-2069.0
2000-10-01,-2108.0
2000-11-01,-2265.0
2000-12-01,-2499.0
2001-01-01,-2493.0
2001-02-01,-2751.0
2001-03-01,-2563.0
2001-04-01,-2606.0
2001-05-01,-2668.0
2001-06-01,-2807.0
2001-07-01,-2889.0
2001-08-01,-2690.0
2001-09-01,-2318.0
2001-10-01,-2458.0
2001-11-01,-2295.0
2001-12-01,-2969.0
2002-01-01,-3181.0
2002-02-01,-3823.0
2002-03-01,-3696.0
2002-04-01,-4009.0
2002-05-01,-4134.0
2002-06-01,-4517.0
2002-07-01,-4534.0
2002-08-01,-4684.0
2002-09-01,-4616.0
2002-10-01,-4878.0
2002-11-01,-4725.0
2002-12-01,-4874.0
2003-01-01,-5190.0
2003-02-01,-5276.0
2003-03-01,-5058.0
2003-04-01,-4756.0
2003-05-01,-4749.0
2003-06-01,-4600.0
2003-07-01,-4511.0
2003-08-01,-4316.0
2003-09-01,-4615.0
2003-10-01,-4329.0
2003-11-01,-4133.0
2003-12-01,-4283.0
2004-01-01,-4683.0
2004-02-01,-4874.0
2004-03-01,-4763.0
2004-04-01,-4506.0
2004-05-01,-4474.0
2004-06-01,-4593.0
2004-07-01,-4896.0
2004-08-01,-4913.0
2004-09-01,-5088.0
2004-10-01,-5016.0
2004-11-01,-4823.0
2004-12-01,-4810.0
2005-01-01,-5036.0
2005-02-01,-5239.0
2005-03-01,-4990.0
2005-04-01,-4778.0
2005-05-01,-4510.0
2005-06-01,-4536.0
2005-07-01,-4731.0
2005-08-01,-4579.0
2005-09-01,-4695.0
2005-10-01,-4526.0
2005-11-01,-4470.0
2005-12-01,-4609.0
2006-01-01,-4969.0
2006-02-01,-4898.0
2006-03-01,-5141.0
2006-04-01,-5105.0
2006-05-01,-5087.0
2006-06-01,-4844.0
2006-07-01,-5078.0
2006-08-01,-4836.0
2006-09-01,-4950.0
2006-10-01,-4840.0
2006-11-01,-4634.0
2006-12-01,-4464.0
2007-01-01,-4753.0
2007-02-01,-4919.0
2007-03-01,-5184.0
2007-04-01,-4931.0
2007-05-01,-4841.0
2007-06-01,-4635.0
2007-07-01,-4811.0
2007-08-01,-4726.0
2007-09-01,-4926.0
2007-10-01,-4596.0
2007-11-01,-4061.0
2007-12-01,-3868.0
2008-01-01,-3990.0
2008-02-01,-4272.0
2008-03-01,-4484.0
2008-04-01,-4382.0
2008-05-01,-4287.0
2008-06-01,-4119.0
2008-07-01,-4364.0
2008-08-01,-4407.0
2008-09-01,-4686.0
2008-10-01,-4232.0
2008-11-01,-3727.0
2008-12-01,-3506.0
2009-01-01,-3472.0
2009-02-01,-3836.0
2009-03-01,-4094.0
2009-04-01,-3764.0
2009-05-01,-3728.0
2009-06-01,-3388.0
2009-07-01,-3757.0
2009-08-01,-3880.0
2009-09-01,-4080.0
2009-10-01,-3565.0
2009-11-01,-3115.0
2009-12-01,-2718.0
2010-01-01,-3125.0
2010-02-01,-3363.0
2010-03-01,-3664.0
2010-04-01,-3338.0
2010-05-01,-3299.0
2010-06-01,-2923.0
2010-07-01,-3352.0
2010-08-01,-3376.0
2010-09-01,-3773.0
2010-10-01,-3357.0
2010-11-01,-3069.0
2010-12-01,-2726.0
2011-01-01,-3032.0
2011-02-01,-3119.0
2011-03-01,-3556.0
2011-04-01,-3252.0
2011-05-01,-3246.0
2011-06-01,-2863.0
2011-07-01,-3245.0
2011-08-01,-3364.0
