Tarih,TP_DOVVARNC_K13
2011-09-01,-3671.0
2011-10-01,-3394.0
2011-11-01,-3080.0
2011-12-01,-2640.0
2012-01-01,-2871.0
2012-02-01,-3018.0
2012-03-01,-3557.0
2012-04-01,-3258.0
2012-05-01,-3219.0
2012-06-01,-2728.0
2012-07-01,-2954.0
2012-08-01,-3060.0
2012-09-01,-3556.0
2012-10-01,-3254.0
2012-11-01,-2973.0
2012-12-01,-2453.0
2013-01-01,-2666.0
2013-02-01,-2751.0
2013-03-01,-3307.0
2013-04-01,-3186.0
2013-05-01,-3194.0
2013-06-01,-2638.0
2013-07-01,-2809.0
2013-08-01,-2882.0
2013-09-01,-3405.0
2013-10-01,-3180.0
2013-11-01,-3024.0
2013-12-01,-2464.0
2014-01-01,-2560.0
2014-02-01,-4007.0
2014-03-01,-3361.0
2014-04-01,-3388.0
2014-05-01,-3386.0
2014-06-01,-2770.0
2014-07-01,-2889.0
2014-08-01,-2933.0
2014-09-01,-3797.0
2014-10-01,-3246.0
2014-11-01,-3122.0
2014-12-01,-2476.0
2015-01-01,-2467.0
2015-02-01,-2539.0
2015-03-01,-3065.0
2015-04-01,-3189.0
2015-05-01,-3187.0
2015-06-01,-2697.0
2015-07-01,-2727.0
2015-08-01,-2798.0
2015-09-01,-3276.0
2015-10-01,-3196.0
2015-11-01,-3047.0
2015-12-01,-2551.0
2016-01-01,-2461.0
2016-02-01,-2558.0
2016-03-01,-3053.0
2016-04-01,-3157.0
2016-05-01,-3202.0
2016-06-01,-2758.0
2016-07-01,-2744.0
2016-08-01,-2867.0
2016-09-01,-3264.0
2016-10-01,-3297.0
2016-11-01,-3090.0
2016-12-01,-2726.0
2017-01-01,-2536.0
2017-02-01,-2671.0
2017-03-01,-3170.0
2017-04-01,-3365.0
2017-05-01,-3417.0
2017-06-01,-2962.0
2017-07-01,-2808.0
2017-08-01,-2888.0
2017-09-01,-3364.0
2017-10-01,-3430.0
2017-11-01,-3461.0
2017-12-01,-2984.0
2018-01-01,-2765.0
2018-02-01,-2772.0
2018-03-01,-3187.0
2018-04-01,-3483.0
2018-05-01,-3459.0
2018-06-01,-3033.0
2018-07-01,-2887.0
2018-08-01,-2923.0
2018-09-01,-3278.0
2018-10-01,-3463.0
2018-11-01,-3036.0
2018-12-01,-3036.0
2019-01-01,-2932.0
2019-02-01,-3199.0
2019-03-01,-3602.0
2019-04-01,-3851.0
2019-05-01,-3786.0
2019-06-01,-3483.0
2019-07-01,-3294.0
2019-08-01,-3447.0
2019-09-01,-3767.0
2019-10-01,-3974.0
2019-11-01,-3783.0
2019-12-01,-3328.0
2020-01-01,-3076.0
2020-02-01,-3397.0
2020-03-01,-3872.0
2020-04-01,-4104.0
2020-05-01,-3968.0
2020-06-01,-3475.0
2020-07-01,-3422.0
2020-08-01,-3758.0
2020-09-01,-4164.0
2020-10-01,-4436.0
2020-11-01,-4069.0
2020-12-01,-3554.0
2021-01-01,-3330.0
2021-02-01,-3929.0
2021-03-01,-4339.0
2021-04-01,-4487.0
2021-05-01,-4146.0
2021-06-01,-3960.0
2021-07-01,-3953.0
2021-08-01,-4129.0
2021-09-01,-4553.0
2021-10-01,-4661.0
2021-11-01,-4243.0
2021-12-01,-3765.0
2022-01-01,-3602.0
2022-02-01,-4100.0
2022-03-01,-4611.0
2022-04-01,-4670.0
2022-05-01,-4327.0
2022-06-01,-3906.0
2022-07-01,-3900.0
2022-08-01,-4337.0
2022-09-01,-4706.0
2022-10-01,-4953.0
2022-11-01,-4796.0
2022-12-01,-4549.0
2023-01-01,-4760.0
2023-02-01,-5004.0
2023-03-01,-5669.0
2023-04-01,-6358.0
2023-05-01,-6284.0
2023-06-01,-5811.0
2023-07-01,-6401.0
2023-08-01,-6699.0
2023-09-01,-7068.0
2023-10-01,-6712.0
2023-11-01,-6546.0
2023-12-01,-5956.0
2024-01-01,-5513.0
2024-02-01,-5951.0
2024-03-01,-6526.0
2024-04-01,-5907.0
2024-05-01,-5690.0
2024-06-01,-5210.0
2024-07-01,-5903.0
2024-08-01,-5870.0
2024-09-01,-6322.0
2024-10-01,-5900.0
2024-11-01,-5720.0
2024-12-01,-5152.0
2025-01-01,-5600.0
2025-02-01,-5650.0
2025-03-01,-6058.0
2025-04-01,-5398.0
2025-05-01,-5354.0
2025-06-01,-4918.0
2025-07-01,-5737.0
2025-08-01,-5963.0
2025-09-01,-6582.0
