Tarih,TP_REZVARPD_K7
2013-03-01,736.0
2013-04-01,624.0
2013-05-01,168.0
2013-06-01,288.0
2013-07-01,621.0
2013-08-01,1001.0
2013-09-01,1920.0
2013-10-01,1436.0
2013-11-01,1177.0
2013-12-01,582.0
2014-01-01,1461.0
2014-02-01,1252.0
2014-03-01,1521.0
2014-04-01,1695.0
2014-05-01,2002.0
2014-06-01,1889.0
2014-07-01,2035.0
2014-08-01,1930.0
2014-09-01,2143.0
2014-10-01,2729.0
2014-11-01,2498.0
2014-12-01,1628.0
2015-01-01,580.0
2015-02-01,599.0
2015-03-01,203.0
2015-04-01,777.0
2015-05-01,42.0
2015-06-01,88.0
2015-07-01,644.0
2015-08-01,650.0
2015-09-01,653.0
2015-10-01,1145.0
2015-11-01,66.0
2015-12-01,54.0
2016-01-01,71.0
2016-02-01,652.0
2016-03-01,1475.0
2016-04-01,647.0
2016-05-01,2165.0
2016-06-01,734.0
2016-07-01,1681.0
2016-08-01,1804.0
2016-09-01,1186.0
2016-10-01,1049.0
2016-11-01,1878.0
2016-12-01,1907.0
2017-01-01,2178.0
2017-02-01,1256.0
2017-03-01,1526.0
2017-04-01,1214.0
2017-05-01,2479.0
2017-06-01,1389.0
2017-07-01,3051.0
2017-08-01,3271.0
2017-09-01,1694.0
2017-10-01,1986.0
2017-11-01,828.0
2017-12-01,509.0
2018-01-01,1490.0
2018-02-01,1090.0
2018-03-01,2201.0
2018-04-01,1640.0
2018-05-01,953.0
2018-06-01,1292.0
2018-07-01,1836.0
2018-08-01,1847.0
2018-09-01,1008.0
2018-10-01,2977.0
2018-11-01,2558.0
2018-12-01,1596.0
2019-01-01,2360.0
2019-02-01,2228.0
2019-03-01,2441.0
2019-04-01,2424.0
2019-05-01,2044.0
2019-06-01,2173.0
2019-07-01,2192.0
2019-08-01,2317.0
2019-09-01,2293.0
2019-10-01,2818.0
2019-11-01,2755.0
2019-12-01,1910.0
2020-01-01,3056.0
2020-02-01,2950.0
2020-03-01,3216.0
2020-04-01,3051.0
2020-05-01,3018.0
2020-06-01,2947.0
2020-07-01,2992.0
2020-08-01,2998.0
2020-09-01,2788.0
2020-10-01,3072.0
2020-11-01,3112.0
2020-12-01,2594.0
2021-01-01,2931.0
2021-02-01,2922.0
2021-03-01,2795.0
2021-04-01,3126.0
2021-05-01,3109.0
2021-06-01,3307.0
2021-07-01,3580.0
2021-08-01,3283.0
2021-09-01,3329.0
2021-10-01,3316.0
2021-11-01,3216.0
2021-12-01,3168.0
2022-01-01,3571.0
2022-02-01,5304.0
2022-03-01,3771.0
2022-04-01,4498.0
2022-05-01,3936.0
2022-06-01,4508.0
2022-07-01,3884.0
2022-08-01,3602.0
2022-09-01,3017.0
2022-10-01,3583.0
2022-11-01,3491.0
2022-12-01,3280.0
2023-01-01,3475.0
2023-02-01,3299.0
2023-03-01,10198.0
2023-04-01,8993.0
2023-05-01,9308.0
2023-06-01,9173.0
2023-07-01,10941.0
2023-08-01,10400.0
2023-09-01,10871.0
2023-10-01,10507.0
2023-11-01,12210.0
2023-12-01,9467.0
2024-01-01,11116.0
2024-02-01,11532.0
2024-03-01,11860.0
2024-04-01,11818.0
2024-05-01,13711.0
2024-06-01,13751.0
2024-07-01,13447.0
2024-08-01,12019.0
2024-09-01,10549.0
2024-10-01,10908.0
2024-11-01,10839.0
2024-12-01,5075.0
2025-01-01,13688.0
2025-02-01,14334.0
2025-03-01,13195.0
2025-04-01,12574.0
2025-05-01,14031.0
2025-06-01,15431.0
2025-07-01,15639.0
2025-08-01,15633.0
2025-09-01,15074.0
