Tarih,TP_DOVVARNC_K5
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,-5802.0
2000-09-01,-6355.0
2000-10-01,-6376.0
2000-11-01,-8302.0
2000-12-01,-9109.0
2001-01-01,-8271.0
2001-02-01,-9121.0
2001-03-01,-8347.0
2001-04-01,-8395.0
2001-05-01,-9262.0
2001-06-01,-9188.0
2001-07-01,-9879.0
2001-08-01,-8882.0
2001-09-01,-9830.0
2001-10-01,-10687.0
2001-11-01,-10236.0
2001-12-01,-17062.0
2002-01-01,-17692.0
2002-02-01,-16516.0
2002-03-01,-15044.0
2002-04-01,-14995.0
2002-05-01,-14837.0
2002-06-01,-16775.0
2002-07-01,-18024.0
2002-08-01,-19884.0
2002-09-01,-22291.0
2002-10-01,-24581.0
2002-11-01,-24851.0
2002-12-01,-25453.0
2003-01-01,-28535.0
2003-02-01,-30841.0
2003-03-01,-29147.0
2003-04-01,-27216.0
2003-05-01,-29189.0
2003-06-01,-25921.0
2003-07-01,-23077.0
2003-08-01,-20994.0
2003-09-01,-22891.0
2003-10-01,-22140.0
2003-11-01,-20884.0
2003-12-01,-22673.0
2004-01-01,-23210.0
2004-02-01,-26262.0
2004-03-01,-25749.0
2004-04-01,-25128.0
2004-05-01,-26001.0
2004-06-01,-27640.0
2004-07-01,-28689.0
2004-08-01,-30164.0
2004-09-01,-33086.0
2004-10-01,-34930.0
2004-11-01,-33469.0
2004-12-01,-34659.0
2005-01-01,-34887.0
2005-02-01,-38174.0
2005-03-01,-33593.0
2005-04-01,-32381.0
2005-05-01,-27456.0
2005-06-01,-22418.0
2005-07-01,-21283.0
2005-08-01,-22809.0
2005-09-01,-21882.0
2005-10-01,-21853.0
2005-11-01,-23205.0
2005-12-01,-23606.0
2006-01-01,-22699.0
2006-02-01,-22618.0
2006-03-01,-25284.0
2006-04-01,-28050.0
2006-05-01,-26603.0
2006-06-01,-25827.0
2006-07-01,-25631.0
2006-08-01,-23514.0
2006-09-01,-24177.0
2006-10-01,-26770.0
2006-11-01,-27865.0
2006-12-01,-25564.0
2007-01-01,-23877.0
2007-02-01,-24187.0
2007-03-01,-25697.0
2007-04-01,-24922.0
2007-05-01,-27973.0
2007-06-01,-27172.0
2007-07-01,-25667.0
2007-08-01,-24208.0
2007-09-01,-24888.0
2007-10-01,-23736.0
2007-11-01,-22001.0
2007-12-01,-21618.0
2008-01-01,-21813.0
2008-02-01,-17695.0
2008-03-01,-18042.0
2008-04-01,-18363.0
2008-05-01,-17052.0
2008-06-01,-17760.0
2008-07-01,-17628.0
2008-08-01,-18445.0
2008-09-01,-18842.0
2008-10-01,-17737.0
2008-11-01,-18160.0
2008-12-01,-18753.0
2009-01-01,-19080.0
2009-02-01,-20709.0
2009-03-01,-18243.0
2009-04-01,-17453.0
2009-05-01,-17096.0
2009-06-01,-17330.0
2009-07-01,-17656.0
2009-08-01,-17895.0
2009-09-01,-21707.0
2009-10-01,-19892.0
2009-11-01,-19076.0
2009-12-01,-18763.0
2010-01-01,-19915.0
2010-02-01,-20063.0
2010-03-01,-18303.0
2010-04-01,-17704.0
2010-05-01,-17112.0
2010-06-01,-14271.0
2010-07-01,-12618.0
2010-08-01,-13439.0
2010-09-01,-14714.0
2010-10-01,-13543.0
2010-11-01,-13831.0
2010-12-01,-13723.0
2011-01-01,-16736.0
2011-02-01,-16574.0
2011-03-01,-16131.0
2011-04-01,-15288.0
2011-05-01,-14170.0
2011-06-01,-13405.0
2011-07-01,-15326.0
2011-08-01,-15511.0
