Tarih,TP_DOVVARNC_K3
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,-1651.0
2000-09-01,-558.0
2000-10-01,-602.0
2000-11-01,-834.0
2000-12-01,-424.0
2001-01-01,-784.0
2001-02-01,-1109.0
2001-03-01,-1144.0
2001-04-01,-568.0
2001-05-01,-2739.0
2001-06-01,-394.0
2001-07-01,-414.0
2001-08-01,-1871.0
2001-09-01,-524.0
2001-10-01,-1923.0
2001-11-01,-1559.0
2001-12-01,-383.0
2002-01-01,-1690.0
2002-02-01,-1172.0
2002-03-01,-705.0
2002-04-01,-1903.0
2002-05-01,-3089.0
2002-06-01,-1703.0
2002-07-01,-1958.0
2002-08-01,-2903.0
2002-09-01,-1508.0
2002-10-01,-1187.0
2002-11-01,-1967.0
2002-12-01,-1171.0
2003-01-01,-2464.0
2003-02-01,-1552.0
2003-03-01,-1045.0
2003-04-01,-1625.0
2003-05-01,-4371.0
2003-06-01,-3429.0
2003-07-01,-3111.0
2003-08-01,-4680.0
2003-09-01,-3909.0
2003-10-01,-2612.0
2003-11-01,-2006.0
2003-12-01,-3020.0
2004-01-01,-4287.0
2004-02-01,-2976.0
2004-03-01,-1206.0
2004-04-01,-1645.0
2004-05-01,-1953.0
2004-06-01,-2421.0
2004-07-01,-2607.0
2004-08-01,-3682.0
2004-09-01,-2024.0
2004-10-01,-2809.0
2004-11-01,-4267.0
2004-12-01,-1846.0
2005-01-01,-5077.0
2005-02-01,-1703.0
2005-03-01,-2297.0
2005-04-01,-3368.0
2005-05-01,-5346.0
2005-06-01,-3016.0
2005-07-01,-4237.0
2005-08-01,-6551.0
2005-09-01,-3111.0
2005-10-01,-2888.0
2005-11-01,-2381.0
2005-12-01,-2101.0
2006-01-01,-2960.0
2006-02-01,-1329.0
2006-03-01,-3196.0
2006-04-01,-2807.0
2006-05-01,-1566.0
2006-06-01,-2388.0
2006-07-01,-4403.0
2006-08-01,-1885.0
2006-09-01,-2407.0
2006-10-01,-4677.0
2006-11-01,-1538.0
2006-12-01,-1912.0
2007-01-01,-3120.0
2007-02-01,-3814.0
2007-03-01,-4595.0
2007-04-01,-2795.0
2007-05-01,-1351.0
2007-06-01,-2222.0
2007-07-01,-2656.0
2007-08-01,-2393.0
2007-09-01,-4797.0
2007-10-01,-3850.0
2007-11-01,-1537.0
2007-12-01,-3258.0
2008-01-01,-2901.0
2008-02-01,-2817.0
2008-03-01,-1396.0
2008-04-01,-5810.0
2008-05-01,-1683.0
2008-06-01,-3131.0
2008-07-01,-2584.0
2008-08-01,-1913.0
2008-09-01,-1828.0
2008-10-01,-937.0
2008-11-01,-2439.0
2008-12-01,-1403.0
2009-01-01,-1324.0
2009-02-01,-1534.0
2009-03-01,-3570.0
2009-04-01,-702.0
2009-05-01,-2073.0
2009-06-01,-1546.0
2009-07-01,-1995.0
2009-08-01,-2497.0
2009-09-01,-1174.0
2009-10-01,-1941.0
2009-11-01,-1046.0
2009-12-01,-4541.0
2010-01-01,-2981.0
2010-02-01,-1118.0
2010-03-01,-1125.0
2010-04-01,-752.0
2010-05-01,-2545.0
2010-06-01,-1501.0
2010-07-01,-1593.0
2010-08-01,-4502.0
2010-09-01,-3531.0
2010-10-01,-1285.0
2010-11-01,-1205.0
2010-12-01,-2097.0
2011-01-01,-1190.0
2011-02-01,-1251.0
2011-03-01,-1157.0
2011-04-01,-1697.0
2011-05-01,-1722.0
2011-06-01,-2019.0
2011-07-01,-2336.0
2011-08-01,-1525.0
2011-09-01,-866.0
