Tarih,TP_DOVVARNC_K3
2011-10-01,-1841.0
2011-11-01,-912.0
2011-12-01,-3950.0
2012-01-01,-1378.0
2012-02-01,-1102.0
2012-03-01,-809.0
2012-04-01,-1404.0
2012-05-01,-652.0
2012-06-01,-2571.0
2012-07-01,-1687.0
2012-08-01,-1424.0
2012-09-01,-833.0
2012-10-01,-1105.0
2012-11-01,-691.0
2012-12-01,-2456.0
2013-01-01,-1158.0
2013-02-01,-1117.0
2013-03-01,-726.0
2013-04-01,-1178.0
2013-05-01,-610.0
2013-06-01,-1090.0
2013-07-01,-1104.0
2013-08-01,-1276.0
2013-09-01,-656.0
2013-10-01,-561.0
2013-11-01,-577.0
2013-12-01,-2506.0
2014-01-01,-1987.0
2014-02-01,-1064.0
2014-03-01,-712.0
2014-04-01,-1265.0
2014-05-01,-480.0
2014-06-01,-816.0
2014-07-01,-889.0
2014-08-01,-1233.0
2014-09-01,-831.0
2014-10-01,-543.0
2014-11-01,-561.0
2014-12-01,-795.0
2015-01-01,-483.0
2015-02-01,-3717.0
2015-03-01,-636.0
2015-04-01,-591.0
2015-05-01,-280.0
2015-06-01,-463.0
2015-07-01,-391.0
2015-08-01,-834.0
2015-09-01,-961.0
2015-10-01,-385.0
2015-11-01,-664.0
2015-12-01,-430.0
2016-01-01,-454.0
2016-02-01,-2428.0
2016-03-01,-1817.0
2016-04-01,-461.0
2016-05-01,-316.0
2016-06-01,-447.0
2016-07-01,-471.0
2016-08-01,-2825.0
2016-09-01,-529.0
2016-10-01,-920.0
2016-11-01,-434.0
2016-12-01,-550.0
2017-01-01,-2174.0
2017-02-01,-725.0
2017-03-01,-2047.0
2017-04-01,-562.0
2017-05-01,-493.0
2017-06-01,-3786.0
2017-07-01,-543.0
2017-08-01,-1450.0
2017-09-01,-755.0
2017-10-01,-650.0
2017-11-01,-1448.0
2017-12-01,-407.0
2018-01-01,-471.0
2018-02-01,-2961.0
2018-03-01,-4226.0
2018-04-01,-663.0
2018-05-01,-533.0
2018-06-01,-584.0
2018-07-01,-557.0
2018-08-01,-927.0
2018-09-01,-1726.0
2018-10-01,-670.0
2018-11-01,-786.0
2018-12-01,-786.0
2019-01-01,-892.0
2019-02-01,-2708.0
2019-03-01,-2328.0
2019-04-01,-978.0
2019-05-01,-870.0
2019-06-01,-755.0
2019-07-01,-1274.0
2019-08-01,-1049.0
2019-09-01,-954.0
2019-10-01,-2380.0
2019-11-01,-1140.0
2019-12-01,-634.0
2020-01-01,-1007.0
2020-02-01,-2065.0
2020-03-01,-1877.0
2020-04-01,-4185.0
2020-05-01,-2788.0
2020-06-01,-623.0
2020-07-01,-998.0
2020-08-01,-1141.0
2020-09-01,-826.0
2020-10-01,-989.0
2020-11-01,-1876.0
2020-12-01,-1972.0
2021-01-01,-2225.0
2021-02-01,-6434.0
2021-03-01,-936.0
2021-04-01,-4232.0
2021-05-01,-1695.0
2021-06-01,-3298.0
2021-07-01,-1104.0
2021-08-01,-1010.0
2021-09-01,-839.0
2021-10-01,-2297.0
2021-11-01,-8200.0
2021-12-01,-6414.0
2022-01-01,-7979.0
2022-02-01,-4365.0
2022-03-01,-1655.0
2022-04-01,-1884.0
2022-05-01,-1725.0
2022-06-01,-1288.0
2022-07-01,-4346.0
2022-08-01,-3928.0
2022-09-01,-1152.0
2022-10-01,-1170.0
2022-11-01,-998.0
2022-12-01,-1035.0
2023-01-01,-1482.0
2023-02-01,-2711.0
2023-03-01,-3391.0
2023-04-01,-2939.0
2023-05-01,-3364.0
2023-06-01,-9485.0
2023-07-01,-6413.0
2023-08-01,-3631.0
2023-09-01,-2804.0
2023-10-01,-3010.0
2023-11-01,-4818.0
2023-12-01,-3286.0
2024-01-01,-4993.0
2024-02-01,-5704.0
2024-03-01,-8200.0
2024-04-01,-4775.0
2024-05-01,-2997.0
2024-06-01,-3596.0
2024-07-01,-7263.0
2024-08-01,-4047.0
2024-09-01,-3277.0
2024-10-01,-6711.0
2024-11-01,-3826.0
2024-12-01,-3848.0
2025-01-01,-6458.0
2025-02-01,-6799.0
2025-03-01,-3720.0
2025-04-01,-4781.0
2025-05-01,-4943.0
2025-06-01,-8685.0
2025-07-01,-8298.0
2025-08-01,-4570.0
2025-09-01,-6784.0
