Tarih,TP_DOVVARNC_K10
2011-09-01,-4209.0
2011-10-01,-4296.0
2011-11-01,-4224.0
2011-12-01,-4201.0
2012-01-01,-4185.0
2012-02-01,-4235.0
2012-03-01,-4284.0
2012-04-01,-4256.0
2012-05-01,-4164.0
2012-06-01,-4229.0
2012-07-01,-4046.0
2012-08-01,-4051.0
2012-09-01,-4052.0
2012-10-01,-4069.0
2012-11-01,-4042.0
2012-12-01,-4094.0
2013-01-01,-4051.0
2013-02-01,-3990.0
2013-03-01,-3968.0
2013-04-01,-4046.0
2013-05-01,-4009.0
2013-06-01,-4008.0
2013-07-01,-3916.0
2013-08-01,-3886.0
2013-09-01,-3870.0
2013-10-01,-3885.0
2013-11-01,-3996.0
2013-12-01,-3999.0
2014-01-01,-4001.0
2014-02-01,-5323.0
2014-03-01,-4063.0
2014-04-01,-4124.0
2014-05-01,-4101.0
2014-06-01,-4101.0
2014-07-01,-4086.0
2014-08-01,-4070.0
2014-09-01,-4529.0
2014-10-01,-3920.0
2014-11-01,-3946.0
2014-12-01,-3922.0
2015-01-01,-3931.0
2015-02-01,-3926.0
2015-03-01,-3790.0
2015-04-01,-4023.0
2015-05-01,-3891.0
2015-06-01,-3891.0
2015-07-01,-3937.0
2015-08-01,-4013.0
2015-09-01,-3945.0
2015-10-01,-3933.0
2015-11-01,-3883.0
2015-12-01,-3870.0
2016-01-01,-4209.0
2016-02-01,-5445.0
2016-03-01,-5056.0
2016-04-01,-3941.0
2016-05-01,-3992.0
2016-06-01,-4058.0
2016-07-01,-4094.0
2016-08-01,-4116.0
2016-09-01,-4502.0
2016-10-01,-4567.0
2016-11-01,-4059.0
2016-12-01,-4109.0
2017-01-01,-4070.0
2017-02-01,-5375.0
2017-03-01,-5439.0
2017-04-01,-4173.0
2017-05-01,-5269.0
2017-06-01,-5313.0
2017-07-01,-4234.0
2017-08-01,-4495.0
2017-09-01,-4468.0
2017-10-01,-4517.0
2017-11-01,-4518.0
2017-12-01,-4228.0
2018-01-01,-4968.0
2018-02-01,-6283.0
2018-03-01,-5613.0
2018-04-01,-4476.0
2018-05-01,-4631.0
2018-06-01,-4579.0
2018-07-01,-4386.0
2018-08-01,-4344.0
2018-09-01,-4135.0
2018-10-01,-4263.0
2018-11-01,-4285.0
2018-12-01,-4285.0
2019-01-01,-4349.0
2019-02-01,-4628.0
2019-03-01,-4687.0
2019-04-01,-4737.0
2019-05-01,-4720.0
2019-06-01,-4707.0
2019-07-01,-4774.0
2019-08-01,-4838.0
2019-09-01,-4817.0
2019-10-01,-4768.0
2019-11-01,-4817.0
2019-12-01,-4775.0
2020-01-01,-4757.0
2020-02-01,-4897.0
2020-03-01,-5001.0
2020-04-01,-4988.0
2020-05-01,-4963.0
2020-06-01,-4886.0
2020-07-01,-5042.0
2020-08-01,-5257.0
2020-09-01,-5122.0
2020-10-01,-5307.0
2020-11-01,-5245.0
2020-12-01,-5309.0
2021-01-01,-5324.0
2021-02-01,-5535.0
2021-03-01,-5425.0
2021-04-01,-5444.0
2021-05-01,-5399.0
2021-06-01,-5577.0
2021-07-01,-5654.0
2021-08-01,-5566.0
2021-09-01,-5667.0
2021-10-01,-5663.0
2021-11-01,-5596.0
2021-12-01,-5571.0
2022-01-01,-5564.0
2022-02-01,-5652.0
2022-03-01,-5732.0
2022-04-01,-5702.0
2022-05-01,-5718.0
2022-06-01,-5729.0
2022-07-01,-5760.0
2022-08-01,-5840.0
2022-09-01,-5757.0
2022-10-01,-5902.0
2022-11-01,-6174.0
2022-12-01,-6383.0
2023-01-01,-6801.0
2023-02-01,-6741.0
2023-03-01,-6999.0
2023-04-01,-8075.0
2023-05-01,-8231.0
2023-06-01,-8198.0
2023-07-01,-8417.0
2023-08-01,-8476.0
2023-09-01,-8394.0
2023-10-01,-8444.0
2023-11-01,-8636.0
2023-12-01,-8590.0
2024-01-01,-8690.0
2024-02-01,-8790.0
2024-03-01,-8764.0
2024-04-01,-7833.0
2024-05-01,-7822.0
2024-06-01,-7801.0
2024-07-01,-7884.0
2024-08-01,-7678.0
2024-09-01,-7611.0
2024-10-01,-7745.0
2024-11-01,-7742.0
2024-12-01,-7708.0
2025-01-01,-7615.0
2025-02-01,-7572.0
2025-03-01,-7450.0
2025-04-01,-7474.0
2025-05-01,-7441.0
2025-06-01,-7414.0
2025-07-01,-7639.0
2025-08-01,-7784.0
2025-09-01,-7957.0
