Tarih,TP_DOVVARNC_K12
2012-03-01,-493.0
2012-04-01,-654.0
2012-05-01,-803.0
2012-06-01,-968.0
2012-07-01,-795.0
2012-08-01,-326.0
2012-09-01,-363.0
2012-10-01,-621.0
2012-11-01,-899.0
2012-12-01,-1160.0
2013-01-01,-927.0
2013-02-01,-533.0
2013-03-01,-450.0
2013-04-01,-542.0
2013-05-01,-680.0
2013-06-01,-963.0
2013-07-01,-834.0
2013-08-01,-310.0
2013-09-01,-322.0
2013-10-01,-541.0
2013-11-01,-814.0
2013-12-01,-1153.0
2014-01-01,-1011.0
2014-02-01,-574.0
2014-03-01,-431.0
2014-04-01,-430.0
2014-05-01,-590.0
2014-06-01,-1028.0
2014-07-01,-910.0
2014-08-01,-399.0
2014-09-01,-517.0
2014-10-01,-449.0
2014-11-01,-674.0
2014-12-01,-1148.0
2015-01-01,-1099.0
2015-02-01,-620.0
2015-03-01,-401.0
2015-04-01,-426.0
2015-05-01,-570.0
2015-06-01,-897.0
2015-07-01,-934.0
2015-08-01,-506.0
2015-09-01,-395.0
2015-10-01,-482.0
2015-11-01,-644.0
2015-12-01,-1026.0
2016-01-01,-1384.0
2016-02-01,-1856.0
2016-03-01,-428.0
2016-04-01,-466.0
2016-05-01,-615.0
2016-06-01,-1003.0
2016-07-01,-970.0
2016-08-01,-550.0
2016-09-01,-921.0
2016-10-01,-506.0
2016-11-01,-753.0
2016-12-01,-1029.0
2017-01-01,-1045.0
2017-02-01,-2088.0
2017-03-01,-449.0
2017-04-01,-490.0
2017-05-01,-1652.0
2017-06-01,-1026.0
2017-07-01,-1085.0
2017-08-01,-844.0
2017-09-01,-551.0
2017-10-01,-693.0
2017-11-01,-561.0
2017-12-01,-1015.0
2018-01-01,-1790.0
2018-02-01,-2199.0
2018-03-01,-629.0
2018-04-01,-542.0
2018-05-01,-838.0
2018-06-01,-1109.0
2018-07-01,-1029.0
2018-08-01,-718.0
2018-09-01,-530.0
2018-10-01,-415.0
2018-11-01,-1011.0
2018-12-01,-1011.0
2019-01-01,-1029.0
2019-02-01,-809.0
2019-03-01,-668.0
2019-04-01,-498.0
2019-05-01,-655.0
2019-06-01,-1005.0
2019-07-01,-1042.0
2019-08-01,-824.0
2019-09-01,-574.0
2019-10-01,-445.0
2019-11-01,-814.0
2019-12-01,-1230.0
2020-01-01,-1086.0
2020-02-01,-871.0
2020-03-01,-672.0
2020-04-01,-472.0
2020-05-01,-738.0
2020-06-01,-1194.0
2020-07-01,-1101.0
2020-08-01,-819.0
2020-09-01,-553.0
2020-10-01,-475.0
2020-11-01,-1018.0
2020-12-01,-1460.0
2021-01-01,-1273.0
2021-02-01,-871.0
2021-03-01,-555.0
2021-04-01,-624.0
2021-05-01,-1037.0
2021-06-01,-1218.0
2021-07-01,-1065.0
2021-08-01,-859.0
2021-09-01,-608.0
2021-10-01,-631.0
2021-11-01,-1119.0
2021-12-01,-1412.0
2022-01-01,-1244.0
2022-02-01,-864.0
2022-03-01,-571.0
2022-04-01,-727.0
2022-05-01,-1136.0
2022-06-01,-1361.0
2022-07-01,-1200.0
2022-08-01,-821.0
2022-09-01,-548.0
2022-10-01,-644.0
2022-11-01,-1151.0
2022-12-01,-1437.0
2023-01-01,-1284.0
2023-02-01,-1064.0
2023-03-01,-763.0
2023-04-01,-1245.0
2023-05-01,-1675.0
2023-06-01,-1452.0
2023-07-01,-1304.0
2023-08-01,-1068.0
2023-09-01,-824.0
2023-10-01,-1273.0
2023-11-01,-1847.0
2023-12-01,-1712.0
2024-01-01,-2350.0
2024-02-01,-2049.0
2024-03-01,-815.0
2024-04-01,-1409.0
2024-05-01,-1930.0
2024-06-01,-1507.0
2024-07-01,-1244.0
2024-08-01,-1136.0
2024-09-01,-772.0
2024-10-01,-1304.0
2024-11-01,-1852.0
2024-12-01,-1458.0
2025-01-01,-1309.0
2025-02-01,-1203.0
2025-03-01,-815.0
2025-04-01,-1447.0
2025-05-01,-1887.0
2025-06-01,-1261.0
2025-07-01,-1281.0
2025-08-01,-1196.0
2025-09-01,-746.0
