Tarih,TP_DOVVARNC_K12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,-543.0
2000-09-01,-707.0
2000-10-01,-495.0
2000-11-01,-430.0
2000-12-01,-603.0
2001-01-01,-516.0
2001-02-01,-478.0
2001-03-01,-686.0
2001-04-01,-597.0
2001-05-01,-301.0
2001-06-01,-348.0
2001-07-01,-482.0
2001-08-01,-615.0
2001-09-01,-1080.0
2001-10-01,-926.0
2001-11-01,-575.0
2001-12-01,-884.0
2002-01-01,-548.0
2002-02-01,-830.0
2002-03-01,-1121.0
2002-04-01,-911.0
2002-05-01,-865.0
2002-06-01,-899.0
2002-07-01,-778.0
2002-08-01,-1034.0
2002-09-01,-1156.0
2002-10-01,-854.0
2002-11-01,-1038.0
2002-12-01,-1171.0
2003-01-01,-766.0
2003-02-01,-962.0
2003-03-01,-1018.0
2003-04-01,-1196.0
2003-05-01,-1378.0
2003-06-01,-1257.0
2003-07-01,-1163.0
2003-08-01,-1129.0
2003-09-01,-1077.0
2003-10-01,-1216.0
2003-11-01,-1484.0
2003-12-01,-1266.0
2004-01-01,-797.0
2004-02-01,-881.0
2004-03-01,-978.0
2004-04-01,-969.0
2004-05-01,-1179.0
2004-06-01,-1161.0
2004-07-01,-919.0
2004-08-01,-977.0
2004-09-01,-1118.0
2004-10-01,-1210.0
2004-11-01,-1634.0
2004-12-01,-1389.0
2005-01-01,-819.0
2005-02-01,-952.0
2005-03-01,-1189.0
2005-04-01,-1240.0
2005-05-01,-1329.0
2005-06-01,-1316.0
2005-07-01,-1026.0
2005-08-01,-1124.0
2005-09-01,-1171.0
2005-10-01,-1139.0
2005-11-01,-1378.0
2005-12-01,-1216.0
2006-01-01,-871.0
2006-02-01,-1081.0
2006-03-01,-1123.0
2006-04-01,-1034.0
2006-05-01,-1224.0
2006-06-01,-1266.0
2006-07-01,-1135.0
2006-08-01,-1224.0
2006-09-01,-1137.0
2006-10-01,-1058.0
2006-11-01,-1416.0
2006-12-01,-1489.0
2007-01-01,-1169.0
2007-02-01,-1108.0
2007-03-01,-1061.0
2007-04-01,-1079.0
2007-05-01,-1207.0
2007-06-01,-1178.0
2007-07-01,-1085.0
2007-08-01,-992.0
2007-09-01,-971.0
2007-10-01,-1170.0
2007-11-01,-1550.0
2007-12-01,-1422.0
2008-01-01,-1103.0
2008-02-01,-892.0
2008-03-01,-836.0
2008-04-01,-1034.0
2008-05-01,-1083.0
2008-06-01,-1082.0
2008-07-01,-931.0
2008-08-01,-587.0
2008-09-01,-699.0
2008-10-01,-983.0
2008-11-01,-1194.0
2008-12-01,-1306.0
2009-01-01,-1183.0
2009-02-01,-765.0
2009-03-01,-541.0
2009-04-01,-942.0
2009-05-01,-970.0
2009-06-01,-966.0
2009-07-01,-843.0
2009-08-01,-470.0
2009-09-01,-554.0
2009-10-01,-982.0
2009-11-01,-1316.0
2009-12-01,-1194.0
2010-01-01,-848.0
2010-02-01,-465.0
2010-03-01,-441.0
2010-04-01,-824.0
2010-05-01,-857.0
2010-06-01,-837.0
2010-07-01,-725.0
2010-08-01,-469.0
2010-09-01,-508.0
2010-10-01,-793.0
2010-11-01,-1023.0
2010-12-01,-1030.0
2011-01-01,-828.0
2011-02-01,-638.0
2011-03-01,-577.0
2011-04-01,-791.0
2011-05-01,-909.0
2011-06-01,-876.0
2011-07-01,-702.0
2011-08-01,-370.0
2011-09-01,-397.0
2011-10-01,-683.0
2011-11-01,-966.0
2011-12-01,-1060.0
2012-01-01,-854.0
2012-02-01,-587.0
