Tarih,TP_DOVVARNC_K11
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,-243.0
2000-09-01,-239.0
2000-10-01,-355.0
2000-11-01,-392.0
2000-12-01,-147.0
2001-01-01,-288.0
2001-02-01,-307.0
2001-03-01,-204.0
2001-04-01,-265.0
2001-05-01,-409.0
2001-06-01,-182.0
2001-07-01,-128.0
2001-08-01,-223.0
2001-09-01,-246.0
2001-10-01,-340.0
2001-11-01,-720.0
2001-12-01,-211.0
2002-01-01,-582.0
2002-02-01,-401.0
2002-03-01,-258.0
2002-04-01,-599.0
2002-05-01,-557.0
2002-06-01,-371.0
2002-07-01,-529.0
2002-08-01,-355.0
2002-09-01,-411.0
2002-10-01,-603.0
2002-11-01,-551.0
2002-12-01,-328.0
2003-01-01,-781.0
2003-02-01,-398.0
2003-03-01,-324.0
2003-04-01,-593.0
2003-05-01,-567.0
2003-06-01,-673.0
2003-07-01,-668.0
2003-08-01,-579.0
2003-09-01,-576.0
2003-10-01,-591.0
2003-11-01,-489.0
2003-12-01,-743.0
2004-01-01,-781.0
2004-02-01,-475.0
2004-03-01,-314.0
2004-04-01,-541.0
2004-05-01,-427.0
2004-06-01,-545.0
2004-07-01,-651.0
2004-08-01,-556.0
2004-09-01,-397.0
2004-10-01,-622.0
2004-11-01,-539.0
2004-12-01,-698.0
2005-01-01,-906.0
2005-02-01,-442.0
2005-03-01,-383.0
2005-04-01,-571.0
2005-05-01,-637.0
2005-06-01,-601.0
2005-07-01,-716.0
2005-08-01,-606.0
2005-09-01,-437.0
2005-10-01,-693.0
2005-11-01,-484.0
2005-12-01,-653.0
2006-01-01,-767.0
2006-02-01,-465.0
2006-03-01,-417.0
2006-04-01,-711.0
2006-05-01,-448.0
2006-06-01,-612.0
2006-07-01,-642.0
2006-08-01,-642.0
2006-09-01,-503.0
2006-10-01,-772.0
2006-11-01,-429.0
2006-12-01,-643.0
2007-01-01,-812.0
2007-02-01,-661.0
2007-03-01,-468.0
2007-04-01,-662.0
2007-05-01,-411.0
2007-06-01,-660.0
2007-07-01,-556.0
2007-08-01,-628.0
2007-09-01,-462.0
2007-10-01,-541.0
2007-11-01,-442.0
2007-12-01,-746.0
2008-01-01,-801.0
2008-02-01,-582.0
2008-03-01,-495.0
2008-04-01,-416.0
2008-05-01,-414.0
2008-06-01,-621.0
2008-07-01,-467.0
2008-08-01,-593.0
2008-09-01,-298.0
2008-10-01,-258.0
2008-11-01,-416.0
2008-12-01,-580.0
2009-01-01,-622.0
2009-02-01,-615.0
2009-03-01,-564.0
2009-04-01,-198.0
2009-05-01,-349.0
2009-06-01,-604.0
2009-07-01,-355.0
2009-08-01,-618.0
2009-09-01,-231.0
2009-10-01,-234.0
2009-11-01,-317.0
2009-12-01,-658.0
2010-01-01,-617.0
2010-02-01,-559.0
2010-03-01,-281.0
2010-04-01,-178.0
2010-05-01,-258.0
2010-06-01,-555.0
2010-07-01,-309.0
2010-08-01,-570.0
2010-09-01,-184.0
2010-10-01,-291.0
2010-11-01,-215.0
2010-12-01,-568.0
2011-01-01,-465.0
2011-02-01,-579.0
2011-03-01,-255.0
2011-04-01,-400.0
2011-05-01,-197.0
2011-06-01,-594.0
2011-07-01,-316.0
2011-08-01,-558.0
2011-09-01,-141.0
2011-10-01,-219.0
2011-11-01,-178.0
2011-12-01,-501.0
2012-01-01,-460.0
2012-02-01,-630.0
2012-03-01,-234.0
2012-04-01,-344.0
2012-05-01,-142.0
2012-06-01,-533.0
2012-07-01,-297.0
