Tarih,TP_DOVVARNC_K11
2012-08-01,-665.0
2012-09-01,-133.0
2012-10-01,-194.0
2012-11-01,-170.0
2012-12-01,-481.0
2013-01-01,-458.0
2013-02-01,-706.0
2013-03-01,-211.0
2013-04-01,-318.0
2013-05-01,-135.0
2013-06-01,-407.0
2013-07-01,-273.0
2013-08-01,-694.0
2013-09-01,-143.0
2013-10-01,-164.0
2013-11-01,-158.0
2013-12-01,-382.0
2014-01-01,-430.0
2014-02-01,-742.0
2014-03-01,-271.0
2014-04-01,-306.0
2014-05-01,-125.0
2014-06-01,-303.0
2014-07-01,-287.0
2014-08-01,-738.0
2014-09-01,-215.0
2014-10-01,-225.0
2014-11-01,-150.0
2014-12-01,-298.0
2015-01-01,-365.0
2015-02-01,-767.0
2015-03-01,-324.0
2015-04-01,-408.0
2015-05-01,-134.0
2015-06-01,-297.0
2015-07-01,-276.0
2015-08-01,-709.0
2015-09-01,-274.0
2015-10-01,-255.0
2015-11-01,-192.0
2015-12-01,-293.0
2016-01-01,-364.0
2016-02-01,-1031.0
2016-03-01,-1575.0
2016-04-01,-318.0
2016-05-01,-175.0
2016-06-01,-297.0
2016-07-01,-380.0
2016-08-01,-699.0
2016-09-01,-317.0
2016-10-01,-764.0
2016-11-01,-216.0
2016-12-01,-354.0
2017-01-01,-489.0
2017-02-01,-616.0
2017-03-01,-1820.0
2017-04-01,-318.0
2017-05-01,-200.0
2017-06-01,-1325.0
2017-07-01,-341.0
2017-08-01,-763.0
2017-09-01,-553.0
2017-10-01,-394.0
2017-11-01,-496.0
2017-12-01,-229.0
2018-01-01,-413.0
2018-02-01,-1312.0
2018-03-01,-1797.0
2018-04-01,-451.0
2018-05-01,-334.0
2018-06-01,-437.0
2018-07-01,-470.0
2018-08-01,-703.0
2018-09-01,-327.0
2018-10-01,-385.0
2018-11-01,-238.0
2018-12-01,-238.0
2019-01-01,-388.0
2019-02-01,-620.0
2019-03-01,-417.0
2019-04-01,-388.0
2019-05-01,-279.0
2019-06-01,-219.0
2019-07-01,-438.0
2019-08-01,-567.0
2019-09-01,-476.0
2019-10-01,-349.0
2019-11-01,-220.0
2019-12-01,-217.0
2020-01-01,-595.0
2020-02-01,-629.0
2020-03-01,-457.0
2020-04-01,-412.0
2020-05-01,-257.0
2020-06-01,-217.0
2020-07-01,-519.0
2020-08-01,-680.0
2020-09-01,-405.0
2020-10-01,-396.0
2020-11-01,-158.0
2020-12-01,-295.0
2021-01-01,-721.0
2021-02-01,-735.0
2021-03-01,-531.0
2021-04-01,-333.0
2021-05-01,-216.0
2021-06-01,-399.0
2021-07-01,-636.0
2021-08-01,-578.0
2021-09-01,-506.0
2021-10-01,-371.0
2021-11-01,-234.0
2021-12-01,-394.0
2022-01-01,-718.0
2022-02-01,-688.0
2022-03-01,-550.0
2022-04-01,-305.0
2022-05-01,-255.0
2022-06-01,-462.0
2022-07-01,-660.0
2022-08-01,-682.0
2022-09-01,-503.0
2022-10-01,-305.0
2022-11-01,-227.0
2022-12-01,-397.0
2023-01-01,-757.0
2023-02-01,-673.0
2023-03-01,-567.0
2023-04-01,-472.0
2023-05-01,-272.0
2023-06-01,-935.0
2023-07-01,-712.0
2023-08-01,-709.0
2023-09-01,-502.0
2023-10-01,-459.0
2023-11-01,-243.0
2023-12-01,-922.0
2024-01-01,-827.0
2024-02-01,-790.0
2024-03-01,-1423.0
2024-04-01,-517.0
2024-05-01,-202.0
2024-06-01,-1084.0
2024-07-01,-737.0
2024-08-01,-672.0
2024-09-01,-517.0
2024-10-01,-541.0
2024-11-01,-170.0
2024-12-01,-1098.0
2025-01-01,-706.0
2025-02-01,-719.0
2025-03-01,-577.0
2025-04-01,-629.0
2025-05-01,-200.0
2025-06-01,-1235.0
2025-07-01,-621.0
2025-08-01,-625.0
2025-09-01,-629.0
