Tarih,TP_EKKALEM_K13
2013-02-01,121863.0
2013-03-01,124957.0
2013-04-01,132262.0
2013-05-01,127159.0
2013-06-01,120906.0
2013-07-01,122444.0
2013-08-01,128927.0
2013-09-01,128946.0
2013-10-01,132337.0
2013-11-01,132744.0
2013-12-01,129216.0
2014-01-01,122501.0
2014-02-01,125914.0
2014-03-01,124291.0
2014-04-01,127946.0
2014-05-01,128764.0
2014-06-01,131596.0
2014-07-01,130682.0
2014-08-01,132076.0
2014-09-01,129882.0
2014-10-01,130337.0
2014-11-01,131510.0
2014-12-01,125621.0
2015-01-01,129154.0
2015-02-01,126958.0
2015-03-01,119373.0
2015-04-01,121408.0
2015-05-01,119277.0
2015-06-01,118207.0
2015-07-01,119318.0
2015-08-01,119934.0
2015-09-01,118390.0
2015-10-01,117245.0
2015-11-01,115252.0
2015-12-01,109299.0
2016-01-01,110143.0
2016-02-01,110245.0
2016-03-01,113278.0
2016-04-01,113370.0
2016-05-01,113508.0
2016-06-01,119284.0
2016-07-01,118317.0
2016-08-01,121423.0
2016-09-01,116466.0
2016-10-01,117024.0
2016-11-01,113014.0
2016-12-01,104796.0
2017-01-01,105092.0
2017-02-01,106215.0
2017-03-01,104342.0
2017-04-01,101381.0
2017-05-01,104108.0
2017-06-01,107327.0
2017-07-01,106226.0
2017-08-01,110566.0
2017-09-01,110522.0
2017-10-01,116395.0
2017-11-01,113632.0
2017-12-01,106321.0
2018-01-01,113851.0
2018-02-01,113145.0
2018-03-01,108902.0
2018-04-01,110585.0
2018-05-01,105920.0
2018-06-01,97026.0
2018-07-01,99213.0
2018-08-01,87371.0
2018-09-01,80217.0
2018-10-01,81690.0
2018-11-01,86526.0
2018-12-01,88566.0
2019-01-01,92281.0
2019-02-01,95607.0
2019-03-01,91784.0
2019-04-01,88253.0
2019-05-01,91108.0
2019-06-01,91821.0
2019-07-01,94830.0
2019-08-01,97029.0
2019-09-01,96592.0
2019-10-01,100072.0
2019-11-01,100289.0
2019-12-01,101175.0
2020-01-01,97946.0
2020-02-01,103218.0
2020-03-01,87639.0
2020-04-01,81837.0
2020-05-01,86408.0
2020-06-01,69846.0
2020-07-01,73692.0
2020-08-01,67156.0
2020-09-01,63792.0
2020-10-01,68639.0
2020-11-01,66796.0
2020-12-01,77672.0
2021-01-01,79765.0
2021-02-01,79374.0
2021-03-01,70754.0
2021-04-01,72040.0
2021-05-01,76312.0
2021-06-01,82023.0
2021-07-01,89826.0
2021-08-01,101947.0
2021-09-01,105365.0
2021-10-01,108001.0
2021-11-01,109766.0
2021-12-01,95272.0
2022-01-01,93821.0
2022-02-01,91996.0
2022-03-01,87376.0
2022-04-01,88315.0
2022-05-01,83179.0
2022-06-01,79887.0
2022-07-01,82789.0
2022-08-01,92730.0
2022-09-01,87852.0
2022-10-01,94286.0
2022-11-01,103001.0
2022-12-01,110066.0
2023-01-01,105921.0
2023-02-01,98013.0
2023-03-01,103671.0
2023-04-01,96117.0
2023-05-01,78316.0
2023-06-01,89791.0
2023-07-01,95535.0
2023-08-01,97877.0
2023-09-01,103457.0
2023-10-01,107492.0
2023-11-01,117894.0
2023-12-01,122089.0
2024-01-01,114850.0
2024-02-01,109484.0
2024-03-01,104097.0
2024-04-01,105515.0
2024-05-01,124887.0
2024-06-01,124168.0
2024-07-01,129272.0
2024-08-01,131638.0
2024-09-01,134341.0
2024-10-01,142095.0
2024-11-01,140013.0
2024-12-01,137431.0
2025-01-01,150945.0
2025-02-01,150381.0
2025-03-01,141480.0
2025-04-01,123101.0
2025-05-01,138148.0
2025-06-01,134892.0
2025-07-01,154150.0
2025-08-01,163308.0
2025-09-01,165078.0
