Tarih,TP_YDYDYULKE_NMEC
2000-01-01,19.0
2001-01-01,13.0
2002-01-01,18.0
2003-01-01,44.0
2004-01-01,36.0
2005-01-01,66.0
2006-01-01,76.0
2007-01-01,335.0
2008-01-01,169.0
2009-01-01,367.0
2010-01-01,730.0
2011-01-01,1919.0
2012-01-01,3079.0
2013-01-01,3845.0
2014-01-01,5403.0
2015-01-01,7116.0
2016-01-01,6578.0
2017-01-01,10305.0
2018-01-01,6358.0
2019-01-01,5282.0
2020-01-01,8661.0
2021-01-01,4907.0
2022-01-01,8495.0
2023-01-01,16241.0
2024-01-01,14844.0
