Tarih,TP_YDYDYULKE_AM
2000-01-01,2210.0
2001-01-01,2291.0
2002-01-01,1995.0
2003-01-01,4050.0
2004-01-01,5331.0
2005-01-01,6691.0
2006-01-01,9018.0
2007-01-01,17395.0
2008-01-01,6271.0
2009-01-01,12806.0
2010-01-01,19893.0
2011-01-01,10231.0
2012-01-01,12187.0
2013-01-01,8132.0
2014-01-01,11177.0
2015-01-01,6433.0
2016-01-01,5676.0
2017-01-01,9070.0
2018-01-01,5677.0
2019-01-01,4985.0
2020-01-01,8097.0
2021-01-01,6048.0
2022-01-01,15407.0
2023-01-01,9126.0
2024-01-01,9215.0
