Tarih,TP_YDYDYULKE_NAM
2000-01-01,2148.0
2001-01-01,2244.0
2002-01-01,1773.0
2003-01-01,3578.0
2004-01-01,4028.0
2005-01-01,5681.0
2006-01-01,5731.0
2007-01-01,12843.0
2008-01-01,4578.0
2009-01-01,9091.0
2010-01-01,16015.0
2011-01-01,7986.0
2012-01-01,9243.0
2013-01-01,6626.0
2014-01-01,9409.0
2015-01-01,5314.0
2016-01-01,4627.0
2017-01-01,7424.0
2018-01-01,4472.0
2019-01-01,3103.0
2020-01-01,5751.0
2021-01-01,4526.0
2022-01-01,12302.0
2023-01-01,5969.0
2024-01-01,5771.0
