Tarih,TP_YDYDYULKE_QA
2000-01-01,0.0
2001-01-01,0.0
2002-01-01,1.0
2003-01-01,2.0
2004-01-01,0.0
2005-01-01,0.0
2006-01-01,1.0
2007-01-01,0.0
2008-01-01,468.0
2009-01-01,378.0
2010-01-01,515.0
2011-01-01,59.0
2012-01-01,80.0
2013-01-01,323.0
2014-01-01,778.0
2015-01-01,715.0
2016-01-01,4941.0
2017-01-01,5663.0
2018-01-01,6234.0
2019-01-01,21912.0
2020-01-01,32767.0
2021-01-01,10236.0
2022-01-01,3128.0
2023-01-01,5589.0
2024-01-01,7046.0
