Tarih,TP_YDYDYULKE_CAM
2000-01-01,62.0
2001-01-01,47.0
2002-01-01,222.0
2003-01-01,472.0
2004-01-01,1303.0
2005-01-01,1010.0
2006-01-01,3287.0
2007-01-01,4552.0
2008-01-01,1691.0
2009-01-01,3715.0
2010-01-01,3878.0
2011-01-01,2245.0
2012-01-01,2944.0
2013-01-01,1506.0
2014-01-01,1768.0
2015-01-01,1102.0
2016-01-01,1037.0
2017-01-01,1632.0
2018-01-01,1205.0
2019-01-01,1882.0
2020-01-01,2346.0
2021-01-01,1522.0
2022-01-01,3054.0
2023-01-01,3143.0
2024-01-01,3444.0
