Tarih,TP_YDYDYULKE_US
2000-01-01,2148.0
2001-01-01,2244.0
2002-01-01,1719.0
2003-01-01,3420.0
2004-01-01,3340.0
2005-01-01,4807.0
2006-01-01,4564.0
2007-01-01,11580.0
2008-01-01,4452.0
2009-01-01,9046.0
2010-01-01,15967.0
2011-01-01,7961.0
2012-01-01,9092.0
2013-01-01,6408.0
2014-01-01,9092.0
2015-01-01,5094.0
2016-01-01,4595.0
2017-01-01,7081.0
2018-01-01,4267.0
2019-01-01,2922.0
2020-01-01,5449.0
2021-01-01,4462.0
2022-01-01,11791.0
2023-01-01,5598.0
2024-01-01,5446.0
