Tarih,TP_YDYDYULKE_OEU
2000-01-01,45.0
2001-01-01,127.0
2002-01-01,25.0
2003-01-01,93.0
2004-01-01,201.0
2005-01-01,4123.0
2006-01-01,7450.0
2007-01-01,3809.0
2008-01-01,1970.0
2009-01-01,2883.0
2010-01-01,2458.0
2011-01-01,3430.0
2012-01-01,8858.0
2013-01-01,6999.0
2014-01-01,10069.0
2015-01-01,7383.0
2016-01-01,10743.0
2017-01-01,13166.0
2018-01-01,16155.0
2019-01-01,5784.0
2020-01-01,8234.0
2021-01-01,7822.0
2022-01-01,11160.0
2023-01-01,8551.0
2024-01-01,6466.0
