Tarih,TP_YDYDYULKE_DE
2000-01-01,2249.0
2001-01-01,1859.0
2002-01-01,2155.0
2003-01-01,3965.0
2004-01-01,5103.0
2005-01-01,6878.0
2006-01-01,6578.0
2007-01-01,10296.0
2008-01-01,4848.0
2009-01-01,12683.0
2010-01-01,17611.0
2011-01-01,11384.0
2012-01-01,16345.0
2013-01-01,17377.0
2014-01-01,18179.0
2015-01-01,14259.0
2016-01-01,13611.0
2017-01-01,17666.0
2018-01-01,10598.0
2019-01-01,14592.0
2020-01-01,20903.0
2021-01-01,13998.0
2022-01-01,35826.0
2023-01-01,27994.0
2024-01-01,26324.0
