Tarih,TP_YDYDYULKE_RU
2000-01-01,0.0
2001-01-01,0.0
2002-01-01,0.0
2003-01-01,1.0
2004-01-01,0.0
2005-01-01,3602.0
2006-01-01,6926.0
2007-01-01,3324.0
2008-01-01,1790.0
2009-01-01,2345.0
2010-01-01,2344.0
2011-01-01,3207.0
2012-01-01,8535.0
2013-01-01,6643.0
2014-01-01,9563.0
2015-01-01,7060.0
2016-01-01,10409.0
2017-01-01,12687.0
2018-01-01,16015.0
2019-01-01,5513.0
2020-01-01,7712.0
2021-01-01,6869.0
2022-01-01,10224.0
2023-01-01,7329.0
2024-01-01,5010.0
