Tarih,TP_YDYDYULKE_PA
2000-01-01,0.0
2001-01-01,0.0
2002-01-01,4.0
2003-01-01,0.0
2004-01-01,573.0
2005-01-01,896.0
2006-01-01,2722.0
2007-01-01,4295.0
2008-01-01,1596.0
2009-01-01,3230.0
2010-01-01,3306.0
2011-01-01,1977.0
2012-01-01,2245.0
2013-01-01,1382.0
2014-01-01,1412.0
2015-01-01,936.0
2016-01-01,740.0
2017-01-01,848.0
2018-01-01,544.0
2019-01-01,526.0
2020-01-01,591.0
2021-01-01,294.0
2022-01-01,344.0
2023-01-01,1097.0
2024-01-01,1121.0
