Tarih,TP_YDYDYULKE_AE
2000-01-01,1.0
2001-01-01,0.0
2002-01-01,0.0
2003-01-01,4.0
2004-01-01,4.0
2005-01-01,3154.0
2006-01-01,5449.0
2007-01-01,6289.0
2008-01-01,4460.0
2009-01-01,5950.0
2010-01-01,8333.0
2011-01-01,7233.0
2012-01-01,7811.0
2013-01-01,5924.0
2014-01-01,6847.0
2015-01-01,4573.0
2016-01-01,3585.0
2017-01-01,4084.0
2018-01-01,1679.0
2019-01-01,3935.0
2020-01-01,4872.0
2021-01-01,1699.0
2022-01-01,3912.0
2023-01-01,4665.0
2024-01-01,7735.0
