Tarih,TP_YDYDYULKE_OASI
2000-01-01,628.0
2001-01-01,399.0
2002-01-01,680.0
2003-01-01,1551.0
2004-01-01,1436.0
2005-01-01,1900.0
2006-01-01,1298.0
2007-01-01,2467.0
2008-01-01,859.0
2009-01-01,2678.0
2010-01-01,3830.0
2011-01-01,3197.0
2012-01-01,5068.0
2013-01-01,4536.0
2014-01-01,5894.0
2015-01-01,5823.0
2016-01-01,5282.0
2017-01-01,8868.0
2018-01-01,5264.0
2019-01-01,7388.0
2020-01-01,11500.0
2021-01-01,15574.0
2022-01-01,23443.0
2023-01-01,13426.0
2024-01-01,11892.0
