Tarih,TP_YDYDYULKE_EFTA
2000-01-01,754.0
2001-01-01,777.0
2002-01-01,731.0
2003-01-01,1253.0
2004-01-01,1387.0
2005-01-01,1850.0
2006-01-01,2115.0
2007-01-01,3916.0
2008-01-01,1955.0
2009-01-01,3028.0
2010-01-01,4642.0
2011-01-01,3134.0
2012-01-01,7048.0
2013-01-01,5353.0
2014-01-01,6646.0
2015-01-01,5954.0
2016-01-01,5567.0
2017-01-01,8476.0
2018-01-01,6391.0
2019-01-01,7547.0
2020-01-01,12036.0
2021-01-01,6442.0
2022-01-01,14162.0
2023-01-01,11393.0
2024-01-01,13100.0
