Tarih,TP_YDYDYULKE_MEC
2000-01-01,352.0
2001-01-01,319.0
2002-01-01,313.0
2003-01-01,837.0
2004-01-01,595.0
2005-01-01,4299.0
2006-01-01,7170.0
2007-01-01,10298.0
2008-01-01,7173.0
2009-01-01,10860.0
2010-01-01,15334.0
2011-01-01,12334.0
2012-01-01,16437.0
2013-01-01,14539.0
2014-01-01,18794.0
2015-01-01,16807.0
2016-01-01,19166.0
2017-01-01,24644.0
2018-01-01,17158.0
2019-01-01,35032.0
2020-01-01,51185.0
2021-01-01,19189.0
2022-01-01,19887.0
2023-01-01,30558.0
2024-01-01,34511.0
