Tarih,TP_YDYDYULKE_CH
2000-01-01,728.0
2001-01-01,698.0
2002-01-01,623.0
2003-01-01,1220.0
2004-01-01,1309.0
2005-01-01,1736.0
2006-01-01,1989.0
2007-01-01,3720.0
2008-01-01,1889.0
2009-01-01,2845.0
2010-01-01,4219.0
2011-01-01,2782.0
2012-01-01,6151.0
2013-01-01,4853.0
2014-01-01,5729.0
2015-01-01,5092.0
2016-01-01,4787.0
2017-01-01,7599.0
2018-01-01,5869.0
2019-01-01,6951.0
2020-01-01,11223.0
2021-01-01,5961.0
2022-01-01,13198.0
2023-01-01,10273.0
2024-01-01,10842.0
