Tarih,TP_YDYDYULKE_IT
2000-01-01,691.0
2001-01-01,463.0
2002-01-01,604.0
2003-01-01,1678.0
2004-01-01,1623.0
2005-01-01,3919.0
2006-01-01,4325.0
2007-01-01,3460.0
2008-01-01,1167.0
2009-01-01,3364.0
2010-01-01,4392.0
2011-01-01,2948.0
2012-01-01,4739.0
2013-01-01,4041.0
2014-01-01,5204.0
2015-01-01,4276.0
2016-01-01,4221.0
2017-01-01,5126.0
2018-01-01,2744.0
2019-01-01,3237.0
2020-01-01,5457.0
2021-01-01,3043.0
2022-01-01,6019.0
2023-01-01,3869.0
2024-01-01,3514.0
