Tarih,TP_YDYDYULKE_AZ
2000-01-01,0.0
2001-01-01,0.0
2002-01-01,1.0
2003-01-01,8.0
2004-01-01,19.0
2005-01-01,34.0
2006-01-01,35.0
2007-01-01,106.0
2008-01-01,27.0
2009-01-01,86.0
2010-01-01,178.0
2011-01-01,1638.0
2012-01-01,2252.0
2013-01-01,2922.0
2014-01-01,4330.0
2015-01-01,6452.0
2016-01-01,5715.0
2017-01-01,9349.0
2018-01-01,5881.0
2019-01-01,4741.0
2020-01-01,8020.0
2021-01-01,4723.0
2022-01-01,8137.0
2023-01-01,16007.0
2024-01-01,14575.0
