Tarih,TP_YDYDYULKE_GB
2000-01-01,1494.0
2001-01-01,2386.0
2002-01-01,2150.0
2003-01-01,3411.0
2004-01-01,3482.0
2005-01-01,5753.0
2006-01-01,7101.0
2007-01-01,13102.0
2008-01-01,5592.0
2009-01-01,9600.0
2010-01-01,14874.0
2011-01-01,9133.0
2012-01-01,12702.0
2013-01-01,8473.0
2014-01-01,9535.0
2015-01-01,10441.0
2016-01-01,7296.0
2017-01-01,8728.0
2018-01-01,5444.0
2019-01-01,7238.0
2020-01-01,18248.0
2021-01-01,6443.0
2022-01-01,12710.0
2023-01-01,9957.0
2024-01-01,10031.0
