Tarih,TP_YDYDYULKE_JP
2000-01-01,579.0
2001-01-01,231.0
2002-01-01,521.0
2003-01-01,1114.0
2004-01-01,1143.0
2005-01-01,1318.0
2006-01-01,1044.0
2007-01-01,1345.0
2008-01-01,486.0
2009-01-01,1288.0
2010-01-01,1912.0
2011-01-01,1205.0
2012-01-01,1576.0
2013-01-01,1455.0
2014-01-01,2213.0
2015-01-01,1916.0
2016-01-01,2114.0
2017-01-01,3252.0
2018-01-01,1576.0
2019-01-01,2102.0
2020-01-01,3676.0
2021-01-01,2461.0
2022-01-01,6464.0
2023-01-01,3809.0
2024-01-01,3180.0
