Tarih,TP_YDYDYULKE_KR
2000-01-01,21.0
2001-01-01,100.0
2002-01-01,102.0
2003-01-01,335.0
2004-01-01,269.0
2005-01-01,509.0
2006-01-01,181.0
2007-01-01,157.0
2008-01-01,139.0
2009-01-01,781.0
2010-01-01,1104.0
2011-01-01,847.0
2012-01-01,1269.0
2013-01-01,1070.0
2014-01-01,1223.0
2015-01-01,901.0
2016-01-01,784.0
2017-01-01,972.0
2018-01-01,769.0
2019-01-01,852.0
2020-01-01,1253.0
2021-01-01,1020.0
2022-01-01,1836.0
2023-01-01,2073.0
2024-01-01,1924.0
