Tarih,TP_YDYDYULKE_FR
2000-01-01,1713.0
2001-01-01,2601.0
2002-01-01,1819.0
2003-01-01,3388.0
2004-01-01,3512.0
2005-01-01,7020.0
2006-01-01,7464.0
2007-01-01,12968.0
2008-01-01,5528.0
2009-01-01,11295.0
2010-01-01,9718.0
2011-01-01,6374.0
2012-01-01,9206.0
2013-01-01,7215.0
2014-01-01,9381.0
2015-01-01,7577.0
2016-01-01,5583.0
2017-01-01,7321.0
2018-01-01,3982.0
2019-01-01,4735.0
2020-01-01,8076.0
2021-01-01,4506.0
2022-01-01,13999.0
2023-01-01,8191.0
2024-01-01,8211.0
