Tarih,TP_YDYDYULKE_ASI
2000-01-01,980.0
2001-01-01,718.0
2002-01-01,993.0
2003-01-01,2388.0
2004-01-01,2031.0
2005-01-01,6199.0
2006-01-01,8468.0
2007-01-01,12765.0
2008-01-01,8032.0
2009-01-01,13538.0
2010-01-01,19164.0
2011-01-01,15531.0
2012-01-01,21505.0
2013-01-01,19075.0
2014-01-01,24688.0
2015-01-01,22630.0
2016-01-01,24448.0
2017-01-01,33512.0
2018-01-01,22422.0
2019-01-01,42420.0
2020-01-01,62685.0
2021-01-01,34763.0
2022-01-01,43330.0
2023-01-01,43983.0
2024-01-01,46403.0
