Tarih,TP_YDYDYULKE_LU
2000-01-01,247.0
2001-01-01,534.0
2002-01-01,316.0
2003-01-01,606.0
2004-01-01,639.0
2005-01-01,1275.0
2006-01-01,2095.0
2007-01-01,7787.0
2008-01-01,4322.0
2009-01-01,7762.0
2010-01-01,11382.0
2011-01-01,6200.0
2012-01-01,8140.0
2013-01-01,9932.0
2014-01-01,12760.0
2015-01-01,8928.0
2016-01-01,7932.0
2017-01-01,12189.0
2018-01-01,5413.0
2019-01-01,7608.0
2020-01-01,13203.0
2021-01-01,7651.0
2022-01-01,14966.0
2023-01-01,10148.0
2024-01-01,9680.0
