Tarih,TP_YDYDYULKE_BE
2000-01-01,204.0
2001-01-01,627.0
2002-01-01,480.0
2003-01-01,830.0
2004-01-01,929.0
2005-01-01,3141.0
2006-01-01,5830.0
2007-01-01,8253.0
2008-01-01,3255.0
2009-01-01,6765.0
2010-01-01,7158.0
2011-01-01,6316.0
2012-01-01,2152.0
2013-01-01,2539.0
2014-01-01,2866.0
2015-01-01,2955.0
2016-01-01,2895.0
2017-01-01,3689.0
2018-01-01,2324.0
2019-01-01,2890.0
2020-01-01,4148.0
2021-01-01,3041.0
2022-01-01,6540.0
2023-01-01,5605.0
2024-01-01,4755.0
