Tarih,TP_YDYDYULKE_SG
2000-01-01,0.0
2001-01-01,0.0
2002-01-01,0.0
2003-01-01,0.0
2004-01-01,0.0
2005-01-01,0.0
2006-01-01,0.0
2007-01-01,61.0
2008-01-01,19.0
2009-01-01,150.0
2010-01-01,363.0
2011-01-01,295.0
2012-01-01,616.0
2013-01-01,494.0
2014-01-01,712.0
2015-01-01,714.0
2016-01-01,767.0
2017-01-01,1271.0
2018-01-01,972.0
2019-01-01,1962.0
2020-01-01,4109.0
2021-01-01,11006.0
2022-01-01,13235.0
2023-01-01,4468.0
2024-01-01,3786.0
