Tarih,TP_YDYDYULKE_ES
2000-01-01,53.0
2001-01-01,64.0
2002-01-01,89.0
2003-01-01,445.0
2004-01-01,599.0
2005-01-01,732.0
2006-01-01,1355.0
2007-01-01,3446.0
2008-01-01,1600.0
2009-01-01,3665.0
2010-01-01,5140.0
2011-01-01,6640.0
2012-01-01,11579.0
2013-01-01,9175.0
2014-01-01,10607.0
2015-01-01,9088.0
2016-01-01,8364.0
2017-01-01,11791.0
2018-01-01,6462.0
2019-01-01,6974.0
2020-01-01,7875.0
2021-01-01,4716.0
2022-01-01,13393.0
2023-01-01,16167.0
2024-01-01,20412.0
