Tarih,TP_YDYDYULKE_NL
2000-01-01,7927.0
2001-01-01,5433.0
2002-01-01,4357.0
2003-01-01,6594.0
2004-01-01,9904.0
2005-01-01,15278.0
2006-01-01,19542.0
2007-01-01,33482.0
2008-01-01,18736.0
2009-01-01,31727.0
2010-01-01,38759.0
2011-01-01,25372.0
2012-01-01,36453.0
2013-01-01,26328.0
2014-01-01,30389.0
2015-01-01,27311.0
2016-01-01,25081.0
2017-01-01,40612.0
2018-01-01,38295.0
2019-01-01,32249.0
2020-01-01,38830.0
2021-01-01,22675.0
2022-01-01,43842.0
2023-01-01,35901.0
2024-01-01,39229.0
