Tarih,TP_YDYDYULKE_KW
2000-01-01,99.0
2001-01-01,97.0
2002-01-01,78.0
2003-01-01,179.0
2004-01-01,153.0
2005-01-01,309.0
2006-01-01,356.0
2007-01-01,708.0
2008-01-01,365.0
2009-01-01,709.0
2010-01-01,1309.0
2011-01-01,814.0
2012-01-01,1862.0
2013-01-01,1272.0
2014-01-01,1800.0
2015-01-01,1162.0
2016-01-01,1047.0
2017-01-01,1252.0
2018-01-01,1061.0
2019-01-01,1800.0
2020-01-01,1874.0
2021-01-01,361.0
2022-01-01,1098.0
2023-01-01,1444.0
2024-01-01,2605.0
