Tarih,TP_YDYDYULKE_GAC
2000-01-01,297.0
2001-01-01,240.0
2002-01-01,228.0
2003-01-01,717.0
2004-01-01,517.0
2005-01-01,4192.0
2006-01-01,6818.0
2007-01-01,9319.0
2008-01-01,6638.0
2009-01-01,9617.0
2010-01-01,13411.0
2011-01-01,9791.0
2012-01-01,12402.0
2013-01-01,9744.0
2014-01-01,12359.0
2015-01-01,8659.0
2016-01-01,11572.0
2017-01-01,13225.0
2018-01-01,10065.0
2019-01-01,28894.0
2020-01-01,41462.0
2021-01-01,13637.0
2022-01-01,10003.0
2023-01-01,13291.0
2024-01-01,18833.0
