Tarih,TP_KB_GEL064
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,303221.0
2006-02-01,308739.0
2006-03-01,144879.0
2006-04-01,175377.0
2006-05-01,223192.0
2006-06-01,123202.0
2006-07-01,3740.0
2006-08-01,80910.0
2006-09-01,26178.0
2006-10-01,38750.0
2006-11-01,206460.0
2006-12-01,68061.0
2007-01-01,0.0
2007-02-01,45096.0
2007-03-01,44918.0
2007-04-01,0.0
2007-05-01,319871.0
2007-06-01,215582.0
2007-07-01,227355.0
2007-08-01,19665.0
2007-09-01,46266.0
2007-10-01,17.0
2007-11-01,48491.0
2007-12-01,126574.0
2008-01-01,0.0
2008-02-01,124671.0
2008-03-01,0.0
2008-04-01,25212.0
2008-05-01,44637.0
2008-06-01,60904.0
2008-07-01,43761.0
2008-08-01,286596.0
2008-09-01,0.0
2008-10-01,148571.0
2008-11-01,203974.0
2008-12-01,101.0
2009-01-01,108344.0
2009-02-01,363326.0
2009-03-01,0.0
2009-04-01,548041.0
2009-05-01,403580.0
2009-06-01,112932.0
2009-07-01,206795.0
2009-08-01,631683.0
2009-09-01,311998.0
2009-10-01,538824.0
2009-11-01,309517.0
2009-12-01,102665.0
2010-01-01,115711.0
2010-02-01,301813.0
2010-03-01,211413.0
2010-04-01,48440.0
2010-05-01,37111.0
2010-06-01,146870.0
2010-07-01,165899.0
2010-08-01,332085.0
2010-09-01,325678.0
2010-10-01,26455.0
2010-11-01,1003236.0
2010-12-01,499919.0
2011-01-01,746468.0
2011-02-01,32499.0
2011-03-01,0.0
2011-04-01,54742.0
2011-05-01,34417.0
2011-06-01,0.0
2011-07-01,125653.0
2011-08-01,15412.0
2011-09-01,211663.0
2011-10-01,0.0
2011-11-01,36896.0
2011-12-01,0.0
2012-01-01,65140.0
2012-02-01,123556.0
2012-03-01,29590.0
2012-04-01,180925.0
2012-05-01,13043.0
2012-06-01,49787.0
2012-07-01,327173.0
2012-08-01,838605.0
2012-09-01,18925.0
2012-10-01,16718.0
2012-11-01,534573.0
2012-12-01,570337.0
2013-01-01,932898.0
2013-02-01,762375.0
2013-03-01,32139.0
2013-04-01,450521.0
2013-05-01,306316.0
2013-06-01,0.0
2013-07-01,0.0
2013-08-01,19616.0
2013-09-01,0.0
2013-10-01,94832.0
2013-11-01,83736.0
2013-12-01,3893.0
2014-01-01,0.0
2014-02-01,17615.0
2014-03-01,36557.0
2014-04-01,164552.0
2014-05-01,501530.0
2014-06-01,682429.0
