Tarih,TP_KB_GEL034
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,2277.0
2006-02-01,3253.0
2006-03-01,3693.0
2006-04-01,3645.0
2006-05-01,4255.0
2006-06-01,4137.0
2006-07-01,2630.0
2006-08-01,3136.0
2006-09-01,3578.0
2006-10-01,5321.0
2006-11-01,4391.0
2006-12-01,16087.0
2007-01-01,2577.0
2007-02-01,4137.0
2007-03-01,3936.0
2007-04-01,2828.0
2007-05-01,1771.0
2007-06-01,2767.0
2007-07-01,3752.0
2007-08-01,2471.0
2007-09-01,2719.0
2007-10-01,3865.0
2007-11-01,4144.0
2007-12-01,2125.0
2008-01-01,3559.0
2008-02-01,3618.0
2008-03-01,3590.0
2008-04-01,3859.0
2008-05-01,3550.0
2008-06-01,2878.0
2008-07-01,2431.0
2008-08-01,2611.0
2008-09-01,2711.0
2008-10-01,3881.0
2008-11-01,3299.0
2008-12-01,3148.0
2009-01-01,2517.0
2009-02-01,3210.0
2009-03-01,3759.0
2009-04-01,3841.0
2009-05-01,3720.0
2009-06-01,5562.0
2009-07-01,4738.0
2009-08-01,4434.0
2009-09-01,4329.0
2009-10-01,5606.0
2009-11-01,4230.0
2009-12-01,5538.0
2010-01-01,4603.0
2010-02-01,5233.0
2010-03-01,5837.0
2010-04-01,4056.0
2010-05-01,5981.0
2010-06-01,6448.0
2010-07-01,9194.0
2010-08-01,6613.0
2010-09-01,8831.0
2010-10-01,6215.0
2010-11-01,6867.0
2010-12-01,9736.0
2011-01-01,6348.0
2011-02-01,8101.0
2011-03-01,9453.0
2011-04-01,9875.0
2011-05-01,10565.0
2011-06-01,12111.0
2011-07-01,10131.0
2011-08-01,6789.0
2011-09-01,12140.0
2011-10-01,9034.0
2011-11-01,8366.0
2011-12-01,10511.0
2012-01-01,5807.0
2012-02-01,7812.0
2012-03-01,8421.0
2012-04-01,15914.0
2012-05-01,9494.0
2012-06-01,11052.0
2012-07-01,11005.0
2012-08-01,8497.0
2012-09-01,8836.0
2012-10-01,7423.0
2012-11-01,9817.0
2012-12-01,11383.0
2013-01-01,6437.0
2013-02-01,8329.0
2013-03-01,8251.0
2013-04-01,9727.0
2013-05-01,9086.0
2013-06-01,11544.0
2013-07-01,13514.0
2013-08-01,9912.0
2013-09-01,14009.0
2013-10-01,10281.0
2013-11-01,13735.0
2013-12-01,17948.0
2014-01-01,12900.0
2014-02-01,14632.0
2014-03-01,18674.0
2014-04-01,15787.0
2014-05-01,20207.0
