Tarih,TP_KB_GEL035
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,244453.0
2006-02-01,218259.0
2006-03-01,271543.0
2006-04-01,255903.0
2006-05-01,272347.0
2006-06-01,256691.0
2006-07-01,266443.0
2006-08-01,270109.0
2006-09-01,250034.0
2006-10-01,244054.0
2006-11-01,278909.0
2006-12-01,319949.0
2007-01-01,299077.0
2007-02-01,245323.0
2007-03-01,336554.0
2007-04-01,272096.0
2007-05-01,349967.0
2007-06-01,275253.0
2007-07-01,254664.0
2007-08-01,364581.0
2007-09-01,292984.0
2007-10-01,307109.0
2007-11-01,315491.0
2007-12-01,328948.0
2008-01-01,332219.0
2008-02-01,325287.0
2008-03-01,309807.0
2008-04-01,341735.0
2008-05-01,359785.0
2008-06-01,310256.0
2008-07-01,314842.0
2008-08-01,371025.0
2008-09-01,281363.0
2008-10-01,331066.0
2008-11-01,320786.0
2008-12-01,346890.0
2009-01-01,386361.0
2009-02-01,325651.0
2009-03-01,328161.0
2009-04-01,356505.0
2009-05-01,328761.0
2009-06-01,309297.0
2009-07-01,317431.0
2009-08-01,358398.0
2009-09-01,311022.0
2009-10-01,365546.0
2009-11-01,241334.0
2009-12-01,540539.0
2010-01-01,450937.0
2010-02-01,346579.0
2010-03-01,470439.0
2010-04-01,444998.0
2010-05-01,412005.0
2010-06-01,386648.0
2010-07-01,388338.0
2010-08-01,446205.0
2010-09-01,367759.0
2010-10-01,411137.0
2010-11-01,416152.0
2010-12-01,541552.0
2011-01-01,573892.0
2011-02-01,484828.0
2011-03-01,507265.0
2011-04-01,532422.0
2011-05-01,534919.0
2011-06-01,592147.0
2011-07-01,417120.0
2011-08-01,646236.0
2011-09-01,491134.0
2011-10-01,518505.0
2011-11-01,575518.0
2011-12-01,590432.0
2012-01-01,675520.0
2012-02-01,614043.0
2012-03-01,576862.0
2012-04-01,604007.0
2012-05-01,593220.0
2012-06-01,562452.0
2012-07-01,598749.0
2012-08-01,582601.0
2012-09-01,535575.0
2012-10-01,600298.0
2012-11-01,707591.0
2012-12-01,709560.0
2013-01-01,946284.0
2013-02-01,714322.0
2013-03-01,744224.0
2013-04-01,798905.0
2013-05-01,785333.0
2013-06-01,704543.0
2013-07-01,787490.0
2013-08-01,713653.0
2013-09-01,675788.0
2013-10-01,763967.0
2013-11-01,825304.0
2013-12-01,955949.0
2014-01-01,1155160.0
2014-02-01,778811.0
2014-03-01,848602.0
2014-04-01,865200.0
2014-05-01,807394.0
