Tarih,TP_KB_GEL015
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,2704.0
2006-02-01,5412.0
2006-03-01,6131.0
2006-04-01,5325.0
2006-05-01,26203.0
2006-06-01,8488.0
2006-07-01,8091.0
2006-08-01,5109.0
2006-09-01,8128.0
2006-10-01,6778.0
2006-11-01,29145.0
2006-12-01,7565.0
2007-01-01,4862.0
2007-02-01,4943.0
2007-03-01,6486.0
2007-04-01,4891.0
2007-05-01,32466.0
2007-06-01,11418.0
2007-07-01,6666.0
2007-08-01,4249.0
2007-09-01,5396.0
2007-10-01,4806.0
2007-11-01,29210.0
2007-12-01,9210.0
2008-01-01,5719.0
2008-02-01,4707.0
2008-03-01,5582.0
2008-04-01,6031.0
2008-05-01,15187.0
2008-06-01,17170.0
2008-07-01,6458.0
2008-08-01,5411.0
2008-09-01,23308.0
2008-10-01,6225.0
2008-11-01,31361.0
2008-12-01,16933.0
2009-01-01,6175.0
2009-02-01,8809.0
2009-03-01,5752.0
2009-04-01,9089.0
2009-05-01,20881.0
2009-06-01,36613.0
2009-07-01,9801.0
2009-08-01,6585.0
2009-09-01,5843.0
2009-10-01,6289.0
2009-11-01,16919.0
2009-12-01,35497.0
2010-01-01,8749.0
2010-02-01,15455.0
2010-03-01,9810.0
2010-04-01,11760.0
2010-05-01,41650.0
2010-06-01,20066.0
2010-07-01,8491.0
2010-08-01,11683.0
2010-09-01,7343.0
2010-10-01,10758.0
2010-11-01,41805.0
2010-12-01,27892.0
2011-01-01,10776.0
2011-02-01,11723.0
2011-03-01,12736.0
2011-04-01,16819.0
2011-05-01,52986.0
2011-06-01,34172.0
2011-07-01,17866.0
2011-08-01,9143.0
2011-09-01,11393.0
2011-10-01,10979.0
2011-11-01,37230.0
2011-12-01,27191.0
2012-01-01,15065.0
2012-02-01,11657.0
2012-03-01,13345.0
2012-04-01,15586.0
2012-05-01,44152.0
2012-06-01,35522.0
2012-07-01,14396.0
2012-08-01,9553.0
2012-09-01,17207.0
2012-10-01,13244.0
2012-11-01,79178.0
2012-12-01,23777.0
2013-01-01,18973.0
2013-02-01,11707.0
2013-03-01,16599.0
2013-04-01,26784.0
2013-05-01,70008.0
2013-06-01,34351.0
2013-07-01,18891.0
2013-08-01,15025.0
2013-09-01,13882.0
2013-10-01,17248.0
2013-11-01,48925.0
2013-12-01,47406.0
2014-01-01,28069.0
2014-02-01,14775.0
2014-03-01,30558.0
2014-04-01,18323.0
2014-05-01,90156.0
