Tarih,TP_KB_GEL037
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,72435.0
2006-02-01,3253.0
2006-03-01,209511.0
2006-04-01,-266029.0
2006-05-01,9248.0
2006-06-01,6449.0
2006-07-01,3545.0
2006-08-01,3880.0
2006-09-01,85924.0
2006-10-01,-6206.0
2006-11-01,3374.0
2006-12-01,19051.0
2007-01-01,52758.0
2007-02-01,-46449.0
2007-03-01,6840.0
2007-04-01,3315.0
2007-05-01,3156.0
2007-06-01,3766.0
2007-07-01,2829.0
2007-08-01,3112.0
2007-09-01,6349.0
2007-10-01,3639.0
2007-11-01,3037.0
2007-12-01,3449.0
2008-01-01,2924.0
2008-02-01,5531.0
2008-03-01,2882.0
2008-04-01,4438.0
2008-05-01,2025.0
2008-06-01,4115.0
2008-07-01,4668.0
2008-08-01,5535.0
2008-09-01,4400.0
2008-10-01,5649.0
2008-11-01,4462.0
2008-12-01,4103.0
2009-01-01,12901.0
2009-02-01,16771.0
2009-03-01,63456.0
2009-04-01,74082.0
2009-05-01,59856.0
2009-06-01,7286.0
2009-07-01,7692.0
2009-08-01,14622.0
2009-09-01,28591.0
2009-10-01,77246.0
2009-11-01,93901.0
2009-12-01,139575.0
2010-01-01,302057.0
2010-02-01,222223.0
2010-03-01,12278.0
2010-04-01,9192.0
2010-05-01,8171.0
2010-06-01,10069.0
2010-07-01,10325.0
2010-08-01,9492.0
2010-09-01,6798.0
2010-10-01,7296.0
2010-11-01,6478.0
2010-12-01,10796.0
2011-01-01,7370.0
2011-02-01,9289.0
2011-03-01,10937.0
2011-04-01,9767.0
2011-05-01,10443.0
2011-06-01,10303.0
2011-07-01,11335.0
2011-08-01,8955.0
2011-09-01,9781.0
2011-10-01,7104.0
2011-11-01,7018.0
2011-12-01,9259.0
2012-01-01,7177.0
2012-02-01,9652.0
2012-03-01,7230.0
2012-04-01,5234.0
2012-05-01,8471.0
2012-06-01,7748.0
2012-07-01,9042.0
2012-08-01,6691.0
2012-09-01,6122.0
2012-10-01,4244.0
2012-11-01,3290.0
2012-12-01,3595.0
2013-01-01,3099.0
2013-02-01,3318.0
2013-03-01,4770.0
2013-04-01,3534.0
2013-05-01,3816.0
2013-06-01,1908.0
2013-07-01,13253.0
2013-08-01,71286.0
2013-09-01,22948.0
2013-10-01,13139.0
2013-11-01,84984.0
2013-12-01,13772.0
2014-01-01,340.0
2014-02-01,206.0
2014-03-01,714.0
2014-04-01,784.0
2014-05-01,79.0
